sep=,
"name","ranking","constituency","party","score","won","lost","image","gender","area_gss_code","area_id","area_mapit_name","country","life_exp_birth_male_years","life_exp_birth_male_rank","life_exp_birth_female_years","life_exp_birth_female_rank","life_exp_65_male_years","life_exp_65_male_rank","life_exp_65_female_years","life_exp_65_female_rank","match_type","matched_by"
"John Redwood","344","Wokingham","Conservative","1411","3026","2735","http://sexymp.co.uk/mp/496.jpg","M","E14001048","65774","Wokingham","England","81.19999999999999","45","84.55","48","19.6","57.5","22.15","63","overlapped_by (calculated average)","E06000037,E06000041"
"Jonathan Edwards","345","Carmarthen East and Dinefwr","Plaid Cymru","1379","3117","2693","http://sexymp.co.uk/mp/179.jpg","M","W07000067","66089","Carmarthen East and Dinefwr","Wales","78.5","241","82.6","236","18.2","232","20.4","279","covered_by","W06000010"
"Ivan Lewis","346","Bury South","Labour","1615","2640","3122","http://sexymp.co.uk/mp/363.jpg","M","E14000612","65975","Bury South","England","78","270","81","326","17.8","280","19.6","325","covered_by","E08000002"
"Roger Gale","347","North Thanet","Conservative","1489","2800","2842","http://sexymp.co.uk/mp/215.jpg","M","E14000852","65605","North Thanet","England","78.9","210","82.95","204.5","18.35","212","21.05","202.5","overlapped_by (calculated average)","E07000106,E07000114"
"Edward Leigh","348","Gainsborough","Conservative","1538","2791","3018","http://sexymp.co.uk/mp/358.jpg","M","E14000707","65952","Gainsborough","England","77.8","290","81.8","292","18","259","20.6","254","overlapped_by (calculated average)","E07000137"
"Jon Cruddas","349","Dagenham and Rainham","Labour","1364","3275","2789","http://sexymp.co.uk/mp/134.jpg","M","E14000657","65985","Dagenham and Rainham","England","78.44999999999999","244.5","82.9","201.5","18.05","253","21.05","194.5","overlapped_by (calculated average)","E09000002,E09000016"
"John Howell","350","Henley","Conservative","1546","2725","2992","http://sexymp.co.uk/mp/302.jpg","M","E14000742","65786","Henley","England","80.6","85.5","84.15","88","19.3","97.5","21.85","94","overlapped_by (calculated average)","E07000177,E07000179"
"Nick Gibb","351","Bognor Regis and Littlehampton","Conservative","1499","2743","2842","http://sexymp.co.uk/mp/222.jpg","M","E14000576","65841","Bognor Regis and Littlehampton","England","79.7","160","83.5","142","19.1","130","21.6","121","covered_by","E07000224"
"Gavin Barwell","352","Croydon Central","Conservative","1451","3011","2925","http://sexymp.co.uk/mp/33.jpg","M","E14000654","65603","Croydon Central","England","79.2","197","83.2","183","18.5","203","21.2","172","covered_by","E09000008"
"Simon Kirby","353","Brighton, Kemptown","Conservative","1387","3085","2736","http://sexymp.co.uk/mp/341.jpg","M","E14000597","65844","Brighton, Kemptown","England","79.80000000000001","148.5","83.9","113","19.05","125","21.950000000000003","96.5","overlapped_by (calculated average)","E06000043,E07000063"
"Peter Aldous","354","Waveney","Conservative","1533","2872","3122","http://sexymp.co.uk/mp/7.jpg","M","E14001022","66004","Waveney","England","79.4","189","83.6","137","19","137","21.3","161","covered_by","E07000206"
"David Gauke","355","South West Hertfordshire","Conservative","1411","2931","2703","http://sexymp.co.uk/mp/220.jpg","M","E14000951","65596","South West Hertfordshire","England","80.3","110","84.5","58","19","135","22.1","57.5","overlapped_by (calculated average)","E07000096,E07000102"
"David Ward","356","Bradford East","Liberal Democrat","1376","2998","2619","http://sexymp.co.uk/mp/609.jpg","M","E14000587","65694","Bradford East","England","77.5","310","81.5","310","17.6","301","20.2","303","covered_by","E08000032"
"Simon Hughes","357","Bermondsey and Old Southwark","Liberal Democrat","1537","2746","3012","http://sexymp.co.uk/mp/304.jpg","M","E14000553","65689","Bermondsey and Old Southwark","England","78","269","83.1","187","17.9","265","21.4","153","covered_by","E09000028"
"Jack Lopresti","358","Filton and Bradley Stoke","Conservative","1325","3123","2524","http://sexymp.co.uk/mp/372.jpg","M","E14000702","65865","Filton and Bradley Stoke","England","81","52","84.6","48","19.6","60","21.8","93","covered_by","E06000025"
"Barry Sheerman","359","Huddersfield","Labour Co-operative","1578","2713","3141","http://sexymp.co.uk/mp/534.jpg","M","E14000756","65624","Huddersfield","England","78.2","261","82","286","18","255","20.3","294","covered_by","E08000034"
"Pauline Latham","360","Mid Derbyshire","Conservative","1720","24262","32894","http://sexymp.co.uk/mp/349.jpg","F","E14000814","66007","Mid Derbyshire","England","79.2","198.66666666666666","83.23333333333333","175.33333333333334","18.3","222","21.333333333333332","165.33333333333334","overlapped_by (calculated average)","E06000015,E07000032,E07000036"
"Stephen McPartland","361","Stevenage","Conservative","1503","2757","2940","http://sexymp.co.uk/mp/411.jpg","M","E14000968","65571","Stevenage","England","80.15","122.75","83.27499999999999","172.75","18.725","166.5","21.175","181.75","overlapped_by (calculated average)","E07000097,E07000099,E07000101,E07000104"
"Robert Walter","362","North Dorset","Conservative","1458","2779","2800","http://sexymp.co.uk/mp/608.jpg","M","E14000839","65702","North Dorset","England","82.9","1","86.5","2","20.8","2","23.6","3","overlapped_by (calculated average)","E07000049"
"Marcus Jones","363","Nuneaton","Conservative","1436","2784","2750","http://sexymp.co.uk/mp/329.jpg","M","E14000868","65663","Nuneaton","England","78.45","249","82.44999999999999","247.5","17.75","288","20.4","279","overlapped_by (calculated average)","E07000218,E07000219"
"Laura Sandys","364","South Thanet","Conservative","1715","23362","32184","http://sexymp.co.uk/mp/525.jpg","F","E14000948","65829","South Thanet","England","78.4","250","82.4","253.5","18.3","221.5","20.75","246","overlapped_by (calculated average)","E07000108,E07000114"
"Glyn Davies","365","Montgomeryshire","Conservative","1545","2662","3050","http://sexymp.co.uk/mp/148.jpg","M","W07000063","66111","Montgomeryshire","Wales","80","138","83.5","139","19.1","128","21.8","102","covered_by","W06000023"
"Philip Davies","366","Shipley","Conservative","1462","2919","3007","http://sexymp.co.uk/mp/149.jpg","M","E14000925","65959","Shipley","England","77.5","310","81.5","310","17.6","301","20.2","303","covered_by","E08000032"
"Tom Harris","367","Glasgow South","Labour","1709","2478","3405","http://sexymp.co.uk/mp/267.jpg","M","S14000034","14430","Glasgow South","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Ian Liddell-Grainger","368","Bridgwater and West Somerset","Conservative","1562","2636","3083","http://sexymp.co.uk/mp/365.jpg","M","E14000595","65620","Bridgwater and West Somerset","England","80.6","88","84.1","96","19.1","118","21.7","107","overlapped_by (calculated average)","E07000188"
"Ian Murray","369","Edinburgh South","Labour","1354","3133","2779","http://sexymp.co.uk/mp/448.jpg","M","S14000024","14421","Edinburgh South","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Andrew Robathan","370","South Leicestershire","Conservative","1504","2677","2933","http://sexymp.co.uk/mp/507.jpg","M","E14000940","66034","South Leicestershire","England","80.5","89","84.69999999999999","38.5","19.5","73.5","22.35","40","overlapped_by (calculated average)","E07000129,E07000131"
"Tristram Hunt","371","Stoke-on-Trent Central","Labour","1374","3796","3480","http://sexymp.co.uk/mp/307.jpg","M","E14000972","65710","Stoke-on-Trent Central","England","76.7","332","80.5","338","17.2","327","19.8","322","covered_by","E06000021"
"Andrew Turner","372","Isle of Wight","Conservative","1508","2764","3047","http://sexymp.co.uk/mp/591.jpg","M","E14000762","65791","Isle of Wight","England","80","139","83.5","141","18.9","156","21.5","149","covered_by","E06000046"
"Tim Yeo","373","South Suffolk","Conservative","1456","2770","2863","http://sexymp.co.uk/mp/647.jpg","M","E14000946","65614","South Suffolk","England","81.5","24","84.2","87","19.7","48","22","73","overlapped_by (calculated average)","E07000204"
"Chuka Umunna","374","Streatham","Labour","1395","3533","3383","http://sexymp.co.uk/mp/596.jpg","M","E14000978","66042","Streatham","England","78.2","257","83","200","18","249","21.3","169","covered_by","E09000022"
"Peter Hain","375","Neath","Labour","1506","2925","3270","http://sexymp.co.uk/mp/252.jpg","M","W07000069","66082","Neath","Wales","77.1","316.5","81.7","290.5","17.5","300.5","20.25","285","overlapped_by (calculated average)","W06000011,W06000012"
"John Hemmings","376","Birmingham, Yardley","Liberal Democrat","1711","2506","3521","http://sexymp.co.uk/mp/277.jpg","M","E14000568","65707","Birmingham, Yardley","England","77.6","303","82.1","276","17.8","275","20.6","255","covered_by","E08000025"
"Tom Blenkinsop","377","Middlesbrough South and East Cleveland","Labour","1473","2995","3250","http://sexymp.co.uk/mp/56.jpg","M","E14000820","65657","Middlesbrough South and East Cleveland","England","77.5","288","81.1","310.5","17.45","285.5","19.65","308","overlapped_by (calculated average)","E06000002,E06000003"
"Stephen Metcalfe","378","South Basildon and East Thurrock","Conservative","1445","2852","2996","http://sexymp.co.uk/mp/418.jpg","M","E14000933","65962","South Basildon and East Thurrock","England","79.35","189.5","82.65","231","18.35","220.5","20.65","254","overlapped_by (calculated average)","E06000034,E07000066"
"Paul Blomfield","379","Sheffield Central","Labour","1637","2445","3236","http://sexymp.co.uk/mp/57.jpg","M","E14000919","65957","Sheffield Central","England","78.7","231","82.4","253","18","247","20.5","263","covered_by","E08000019"
"Chris Bryant","380","Rhondda","Labour","1457","3143","3374","http://sexymp.co.uk/mp/81.jpg","M","W07000052","66092","Rhondda","Wales","76.4","338","81","327","17","334","19.6","327","covered_by","W06000016"
"Michael Gove","381","Surrey Heath","Conservative","1482","2822","3157","http://sexymp.co.uk/mp/235.jpg","M","E14000983","65747","Surrey Heath","England","82.1","5","85.3","18","20.2","14","22.6","26","overlapped_by (calculated average)","E07000209"
"Andrew Bingham","382","High Peak","Conservative","1493","2625","2991","http://sexymp.co.uk/mp/49.jpg","M","E14000748","66052","High Peak","England","80","137","83.4","157","18.7","182","20.8","233","covered_by","E07000037"
"Austin Mitchell","383","Great Grimsby","Labour","1691","2410","3441","http://sexymp.co.uk/mp/427.jpg","M","E14000716","65600","Great Grimsby","England","77.9","284","81.9","289","17.8","281","20.3","288","covered_by","E06000012"
"Mark Williams","384","Ceredigion","Liberal Democrat","1405","2816","2868","http://sexymp.co.uk/mp/627.jpg","M","W07000064","66110","Ceredigion","Wales","79.9","144","83.9","114","19.4","76","21.9","82","covered_by","W06000008"
"Dawn Primarolo","385","Bristol South","Labour","1353","29180","27798","http://sexymp.co.uk/mp/487.jpg","F","E14000601","66031","Bristol South","England","78.3","253","83","206","17.9","268","21.1","193","covered_by","E06000023"
"Ben Bradshaw","386","Exeter","Labour","1395","3260","3320","http://sexymp.co.uk/mp/64.jpg","M","E14000698","66033","Exeter","England","79.9","148","83.4","168","19","141","21.9","80","covered_by","E07000041"
"James Paice","387","South East Cambridgeshire","Conservative","1460","2805","3137","http://sexymp.co.uk/mp/469.jpg","M","E14000937","65997","South East Cambridgeshire","England","82.15","14","85.6","10.5","20.2","16.5","23.05","12.5","overlapped_by (calculated average)","E07000009,E07000012"
"Bob Ainsworth","388","Coventry North East","Labour","1657","2597","3657","http://sexymp.co.uk/mp/6.jpg","M","E14000649","65636","Coventry North East","England","78.1","268","82.1","270","18.3","225","20.8","232","covered_by","E08000026"
"Mark Durkan","389","Foyle","Social Democratic and Labour","1558","2576","3278","http://sexymp.co.uk/mp/176.jpg","M","N06000008","66131","Foyle","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Edward Miliband","390","Doncaster North","Labour","1584","3552","4658","http://sexymp.co.uk/mp/421.jpg","M","E14000669","65672","Doncaster North","England","77.5","305","81.7","297","17.5","312","20.4","281","covered_by","E08000017"
"Alex Cunningham","391","Stockton North","Labour","1558","2579","3298","http://sexymp.co.uk/mp/136.jpg","M","E14000970","65641","Stockton North","England","78.3","254","82.3","254","17.8","278","20.7","251","covered_by","E06000004"
"Yasmin Qureshi","392","Bolton South East","Labour","1334","30046","28602","http://sexymp.co.uk/mp/491.jpg","F","E14000579","65712","Bolton South East","England","77.4","313","81.4","314","17.5","313","20.1","306","covered_by","E08000001"
"Fiona ODonnell","393","East Lothian","Labour","1377","28544","29046","http://sexymp.co.uk/mp/460.jpg","F","S14000020","14417","East Lothian","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Kenneth Clarke","394","Rushcliffe","Conservative","1522","2769","3425","http://sexymp.co.uk/mp/113.jpg","M","E14000908","65736","Rushcliffe","England","80.9","59","84.4","70","19.4","89","22.1","61","covered_by","E07000176"
"Julie Elliot","395","Sunderland Central","Labour","1253","32061","27417","http://sexymp.co.uk/mp/181.jpg","F","E14000982","65586","Sunderland Central","England","77","325","80.7","332","17.3","322","19.3","338","covered_by","E08000024"
"William Bain","396","Glasgow North East","Labour","1591","2507","3405","http://sexymp.co.uk/mp/22.jpg","M","S14000032","14428","Glasgow North East","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Mike Penning","397","Hemel Hempstead","Conservative","1548","2539","3280","http://sexymp.co.uk/mp/476.jpg","M","E14000739","65967","Hemel Hempstead","England","80.3","111","84.5","62","19.1","122","22.1","58","covered_by","E07000096"
"Alistair Carmichael","398","Orkney and Shetland","Liberal Democrat","1552","2547","3321","http://sexymp.co.uk/mp/102.jpg","M","S14000051","14448","Orkney and Shetland","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Michelle Gildernew","399","Fermanagh and South Tyrone","Sinn Fein","1582","25080","33769","http://sexymp.co.uk/mp/224.jpg","F","N06000007","66130","Fermanagh and South Tyrone","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Kerry McCarthey","400","Bristol East","Labour","1243","34206","29028","http://sexymp.co.uk/mp/394.jpg","F","E14000599","65839","Bristol East","England","78.3","253","83","206","17.9","268","21.1","193","covered_by","E06000023"
"Siobhain McDonagh","401","Mitcham and Morden","Labour","1240","33147","28033","http://sexymp.co.uk/mp/399.jpg","F","E14000823","66038","Mitcham and Morden","England","80.2","113","84.2","86","19.1","117","22","66","covered_by","E09000024"
"Diana Johnson","402","Kingston upon Hull North","Labour","1306","29883","28258","http://sexymp.co.uk/mp/321.jpg","F","E14000772","65618","Kingston upon Hull North","England","76.6","335","80.5","339","16.8","337","19.4","331","covered_by","E06000010"
"Hazel Blears","403","Salford and Eccles","Labour","1386","28047","29918","http://sexymp.co.uk/mp/55.jpg","F","E14000911","65688","Salford and Eccles","England","76.1","342","80.5","340","16.7","341","19.2","340","covered_by","E08000006"
"Geraint Davies","404","Swansea West","Labour Co-operative","1613","2398","3397","http://sexymp.co.uk/mp/147.jpg","M","W07000047","66118","Swansea West","Wales","77.6","300","82.2","262","17.9","273","20.7","249","covered_by","W06000011"
"Lynne Featherstone","405","Hornsey and Wood Green","Liberal Democrat","1207","36200","29493","http://sexymp.co.uk/mp/199.jpg","F","E14000752","65883","Hornsey and Wood Green","England","79.4","185","83.8","120","19.2","116","21.9","79","covered_by","E09000014"
"Yvette Cooper","406","Normanton, Pontefract and Castleford","Labour","1293","30557","29096","http://sexymp.co.uk/mp/125.jpg","F","E14000836","65918","Normanton, Pontefract and Castleford","England","77.8","291","81.3","317","17.6","303","19.9","316","covered_by","E08000036"
"James Brokenshire","407","Old Bexley and Sidcup","Conservative","1406","2717","3061","http://sexymp.co.uk/mp/72.jpg","M","E14000869","65653","Old Bexley and Sidcup","England","80.3","110","84.4","75","19","140","21.8","94","covered_by","E09000004"
"Rushanara Ali","408","Bethnal Green and Bow","Labour","1197","36550","29868","http://sexymp.co.uk/mp/11.jpg","F","E14000555","65853","Bethnal Green and Bow","England","77.1","324","82","283","17","333","20.2","299","covered_by","E09000030"
"Meg Hillier","409","Hackney South and Shoreditch","Labour Co-operative","1265","30910","28454","http://sexymp.co.uk/mp/285.jpg","F","E14000721","65752","Hackney South and Shoreditch","England","77.7","294","82.8","223","18.1","244","21","212","covered_by","E09000012"
"Simon Reevell","410","Dewsbury","Conservative","1434","2640","3101","http://sexymp.co.uk/mp/499.jpg","M","E14000666","65746","Dewsbury","England","78.2","261","82","286","18","255","20.3","294","covered_by","E08000034"
"Alison Seabeck","411","Plymouth, Moor View","Labour","1342","28305","29352","http://sexymp.co.uk/mp/528.jpg","F","E14000879","65974","Plymouth, Moor View","England","78.3","252","82.1","271","18.1","242","20.5","264","covered_by","E06000026"
"Lindsay Hoyle","412","Chorley","Labour","1626","2383","3510","http://sexymp.co.uk/mp/303.jpg","M","E14000637","65792","Chorley","England","79","216","81.9","290","18.3","228","20.2","304","covered_by","E07000118"
"Barbara Keeley","413","Worsley and Eccles South","Labour","1163","37660","29008","http://sexymp.co.uk/mp/335.jpg","F","E14001054","65757","Worsley and Eccles South","England","76.1","342","80.5","340","16.7","341","19.2","340","covered_by","E08000006"
"Joan Ruddock","414","Lewisham, Deptford","Labour","1256","30801","28067","http://sexymp.co.uk/mp/520.jpg","F","E14000789","66041","Lewisham, Deptford","England","78.2","258","82.6","241","17.8","283","20.9","218","covered_by","E09000023"
"Alison McGovern","415","Wirral South","Labour","1214","34712","29493","http://sexymp.co.uk/mp/403.jpg","F","E14001043","65847","Wirral South","England","77.9","279","81.9","288","18","253","20.3","296","covered_by","E08000015"
"Caroline Flint","416","Don Valley","Labour","1101","46722","31848","http://sexymp.co.uk/mp/204.jpg","F","E14000667","65553","Don Valley","England","77.5","305","81.7","297","17.5","312","20.4","281","covered_by","E08000017"
"Louise Ellman","417","Liverpool, Riverside","Labour Co-operative","1280","29783","28479","http://sexymp.co.uk/mp/184.jpg","F","E14000793","66066","Liverpool, Riverside","England","76.1","341","80.2","341","16.6","343","19.2","341","covered_by","E08000012"
"Debbie Abrahams","418","Oldham East and Saddleworth","Labour","1176","36076","28855","http://sexymp.co.uk/mp/3.jpg","F","E14000870","65903","Oldham East and Saddleworth","England","77.1","322","81.1","323","17.1","330","19.8","320","covered_by","E08000004"
"Jenny Chapman","419","Darlington","Labour","1203","34929","29736","http://sexymp.co.uk/mp/107.jpg","F","E14000658","65802","Darlington","England","78.7","234","82.7","231","18","257","20.7","248","covered_by","E06000005"
"John Randall","420","Uxbridge and South Ruislip","Conservative","1552","2556","3543","http://sexymp.co.uk/mp/493.jpg","M","E14001007","65613","Uxbridge and South Ruislip","England","79.9","142","83.5","149","18.8","161","21.5","145","covered_by","E09000017"
"Margaret Ritchie","421","South Down","Social Democratic and Labour","1570","2414","3428","http://sexymp.co.uk/mp/506.jpg","M","N06000015","66138","South Down","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Ed Balls","422","Morley and Outwood","Labour Co-operative","1546","2730","3786","http://sexymp.co.uk/mp/27.jpg","M","E14000826","65735","Morley and Outwood","England","77.9","281.5","81.69999999999999","294.5","17.65","297.5","20.1","303.5","overlapped_by (calculated average)","E08000035,E08000036"
"David Hanson","423","Delyn","Labour","1562","2452","3466","http://sexymp.co.uk/mp/262.jpg","M","W07000042","66112","Delyn","Wales","79","215","82.4","251","18.4","214","20.6","256","covered_by","W06000005"
"Mary Creagh","424","Wakefield","Labour","1315","28686","29788","http://sexymp.co.uk/mp/130.jpg","F","E14001009","65733","Wakefield","England","77.8","291","81.3","317","17.6","303","19.9","316","covered_by","E08000036"
"Nicholas Soames","425","Mid Sussex","Conservative","1556","2461","3475","http://sexymp.co.uk/mp/554.jpg","M","E14000817","65999","Mid Sussex","England","81.9","14","84.2","84","19.8","35","21.6","132","covered_by","E07000228"
"Emma Reynolds","426","Wolverhampton North East","Labour","1189","36284","30835","http://sexymp.co.uk/mp/502.jpg","F","E14001049","65777","Wolverhampton North East","England","77.4","316","81.7","299","17.7","284","20.3","283","covered_by","E08000031"
"Roberta Blackman-Woods","427","City of Durham","Labour","1289","30211","30358","http://sexymp.co.uk/mp/53.jpg","F","E14000641","66021","City of Durham","England","77.9","280","81.5","306","17.7","289","19.9","318","covered_by","E06000047"
"David Simpson","428","Upper Bann","Democratic Unionist","1528","2521","3466","http://sexymp.co.uk/mp/540.jpg","M","N06000017","66140","Upper Bann","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Katy Clark","429","North Ayrshire and Arran","Labour","1260","31170","30029","http://sexymp.co.uk/mp/112.jpg","F","S14000048","14445","North Ayrshire and Arran","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Natascha Engel","430","North East Derbyshire","Labour","1191","31447","26962","http://sexymp.co.uk/mp/187.jpg","F","E14000843","65676","North East Derbyshire","England","78.7","226","82.65","231.5","18.200000000000003","227.5","20.700000000000003","249","overlapped_by (calculated average)","E07000034,E07000038"
"Kate Hoey","431","Vauxhall","Labour","1379","26982","31028","http://sexymp.co.uk/mp/291.jpg","F","E14001008","65825","Vauxhall","England","78.2","257","83","200","18","249","21.3","169","covered_by","E09000022"
"Nigel Dodds","432","Belfast North","Democratic Unionist","1605","2326","3504","http://sexymp.co.uk/mp/159.jpg","M","N06000002","66125","Belfast North","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Susan Jones","433","Clwyd South","Labour","1134","38113","29447","http://sexymp.co.uk/mp/330.jpg","F","W07000062","66121","Clwyd South","Wales","78.25","253","81.6","300.5","18.05","243.5","20.15","296.5","overlapped_by (calculated average)","W06000004,W06000006"
"Greg Knight","434","East Yorkshire","Conservative","1452","2473","3138","http://sexymp.co.uk/mp/342.jpg","M","E14000683","65979","East Yorkshire","England","79.6","168","82.9","210","18.7","186","20.8","244","covered_by","E06000011"
"Shabana Mahmood","435","Birmingham, Ladywood","Labour","1178","34912","29326","http://sexymp.co.uk/mp/385.jpg","F","E14000564","65989","Birmingham, Ladywood","England","77.6","303","82.1","276","17.8","275","20.6","255","covered_by","E08000025"
"Teresa Pearse","436","Erith and Thamesmead","Labour","1198","34359","29946","http://sexymp.co.uk/mp/475.jpg","F","E14000696","66023","Erith and Thamesmead","England","79.4","178.5","83.30000000000001","170.5","18.3","222","21.15","180.5","overlapped_by (calculated average)","E09000004,E09000011"
"Angie Bray","437","Ealing Central and Acton","Conservative","1570","22934","33406","http://sexymp.co.uk/mp/67.jpg","F","E14000674","65755","Ealing Central and Acton","England","79.2","204","84.2","88","18.9","153","21.7","111","covered_by","E09000009"
"Stella Creasy","438","Walthamstow","Labour","1128","42213","32479","http://sexymp.co.uk/mp/131.jpg","F","E14001013","65651","Walthamstow","England","79.2","199","83.4","158","18.7","180","21.6","137","covered_by","E09000031"
"Rachel Reeves","439","Leeds West","Labour","1159","38497","31692","http://sexymp.co.uk/mp/500.jpg","F","E14000781","65988","Leeds West","England","78","272","82.1","272","17.7","292","20.3","291","covered_by","E08000035"
"Jim Hood","440","Lanark and Hamilton East","Labour","1582","2362","3527","http://sexymp.co.uk/mp/295.jpg","M","S14000042","14438","Lanark and Hamilton East","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Gloria de Piero","441","Ashfield","Labour","1075","44128","30743","http://sexymp.co.uk/mp/152.jpg","F","E14000535","65895","Ashfield","England","78.8","218.5","82.65","216.5","17.85","262.5","20.45","263.5","overlapped_by (calculated average)","E07000170,E07000172"
"Liz Kendall","442","Leicester West","Labour","1139","39894","31817","http://sexymp.co.uk/mp/338.jpg","F","E14000784","65587","Leicester West","England","77","326","81.8","293","17.3","320","20.3","292","covered_by","E06000016"
"Pamela Nash","443","Airdrie and Shotts","Labour","1095","41959","30465","http://sexymp.co.uk/mp/452.jpg","F","S14000003","14400","Airdrie and Shotts","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Heidi Alexander","444","Lewisham East","Labour","1082","41695","29521","http://sexymp.co.uk/mp/10.jpg","F","E14000787","65705","Lewisham East","England","78.2","258","82.6","241","17.8","283","20.9","218","covered_by","E09000023"
"Paul Goggins","445","Wythenshawe and Sale East","Labour","1543","2331","3359","http://sexymp.co.uk/mp/231.jpg","M","E14001059","65669","Wythenshawe and Sale East","England","77.19999999999999","254","81.6","236","17.25","263.5","20.25","229","overlapped_by (calculated average)","E08000003,E08000009"
"Gerald Kaufman","446","Manchester, Gorton","Labour","1586","2546","3844","http://sexymp.co.uk/mp/333.jpg","M","E14000808","65834","Manchester, Gorton","England","74.8","345","79.5","346","15.8","346","18.8","344","covered_by","E08000003"
"William McCrea","447","South Antrim","Democratic Unionist","1545","2388","3454","http://sexymp.co.uk/mp/398.jpg","M","N06000014","66137","South Antrim","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Rosie Winterton","448","Doncaster Central","Labour","1229","30043","28366","http://sexymp.co.uk/mp/637.jpg","F","E14000668","65621","Doncaster Central","England","77.5","305","81.7","297","17.5","312","20.4","281","covered_by","E08000017"
"Emily Thornberry","449","Islington South and Finsbury","Labour","1211","31206","28665","http://sexymp.co.uk/mp/583.jpg","F","E14000764","65882","Islington South and Finsbury","England","77.8","289","83.2","179","17.7","290","21.2","171","covered_by","E09000019"
"Stephen Mosley","450","City of Chester","Conservative","1494","2331","3214","http://sexymp.co.uk/mp/438.jpg","M","E14000640","65734","City of Chester","England","79.2","200","82.8","215","18.6","198","20.8","240","covered_by","E06000050"
"Lisa Nandy","451","Wigan","Labour","1152","37720","31421","http://sexymp.co.uk/mp/451.jpg","F","E14001039","65612","Wigan","England","77.4","317","80.8","330","17.2","326","19.3","334","covered_by","E08000010"
"Robert Neill","452","Bromley and Chislehurst","Conservative","1523","2281","3251","http://sexymp.co.uk/mp/453.jpg","M","E14000604","65954","Bromley and Chislehurst","England","81","51","84.5","51","19.6","62","21.9","84","covered_by","E09000006"
"Catherin McKinnell","453","Newcastle upon Tyne North","Labour","1128","39841","31871","http://sexymp.co.uk/mp/409.jpg","F","E14000833","65664","Newcastle upon Tyne North","England","77.5","307","81.4","315","17.3","321","19.9","311","covered_by","E08000021"
"Gordon Brown","454","Kirkcaldy and Cowdenbeath","Labour","1427","3155","4042","http://sexymp.co.uk/mp/74.jpg","M","S14000041","14437","Kirkcaldy and Cowdenbeath","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Gemma Doyle","455","West Dunbartonshire","Labour Co-operative","1147","37091","30924","http://sexymp.co.uk/mp/167.jpg","F","S14000059","14456","West Dunbartonshire","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Valerie Vaz","456","Walsall South","Labour","1143","35771","29684","http://sexymp.co.uk/mp/601.jpg","F","E14001012","65832","Walsall South","England","77.9","281","82.3","255","18.1","240","20.9","225","covered_by","E08000030"
"Helen Jones","457","Warrington North","Labour","1369","25809","30777","http://sexymp.co.uk/mp/327.jpg","F","E14001017","65874","Warrington North","England","78.2","265","82","284","17.6","295","20.3","295","covered_by","E06000007"
"Joe Benton","458","Bootle","Labour","1528","2480","3611","http://sexymp.co.uk/mp/42.jpg","M","E14000581","65821","Bootle","England","77.5","306","82.8","220","17.8","277","21.2","178","covered_by","E08000014"
"Sharon Hodgeson","459","Washington and Sunderland West","Labour","1265","29579","30729","http://sexymp.co.uk/mp/290.jpg","F","E14001020","66049","Washington and Sunderland West","England","77","325","80.7","332","17.3","322","19.3","338","covered_by","E08000024"
"Jon Trickett","460","Hemsworth","Labour","1491","2423","3401","http://sexymp.co.uk/mp/589.jpg","M","E14000740","66018","Hemsworth","England","77.8","291","81.3","317","17.6","303","19.9","316","covered_by","E08000036"
"Luciana Berger","461","Liverpool, Wavertree","Labour Co-operative","1022","51208","33394","http://sexymp.co.uk/mp/46.jpg","F","E14000795","65644","Liverpool, Wavertree","England","76.1","341","80.2","341","16.6","343","19.2","341","covered_by","E08000012"
"Dave Watts","462","St Helens North","Labour","1550","2375","3572","http://sexymp.co.uk/mp/612.jpg","M","E14000962","66073","St Helens North","England","78","271","81.6","304","17.9","271","19.9","312","covered_by","E08000013"
"Ian Lavery","463","Wansbeck","Labour","1507","2407","3459","http://sexymp.co.uk/mp/350.jpg","M","E14001014","65631","Wansbeck","England","78.8","224","82.5","246","18.4","210","20.5","262","covered_by","E06000048"
