sep=,
"name","ranking","constituency","party","score","won","lost","image","gender","area_gss_code","area_id","area_mapit_name","country"
"Brian Binley","537","Northampton South","Conservative","1504","2073","3530","http://sexymp.co.uk/mp/50.jpg","M","E14000862","65910","Northampton South","England"
"Keith Vaz","538","Leicester East","Labour","1463","2508","4107","http://sexymp.co.uk/mp/600.jpg","M","E14000782","65807","Leicester East","England"
"George Howarth","539","Knowsley","Labour","1543","2397","4285","http://sexymp.co.uk/mp/300.jpg","M","E14000775","65869","Knowsley","England"
"Geoffrey Clifton-Brown","540","The Cotswolds","Conservative","1348","2217","3198","http://sexymp.co.uk/mp/116.jpg","M","E14000991","65789","The Cotswolds","England"
"Alan Haselhurst","541","Saffron Walden","Conservative","1486","2046","3466","http://sexymp.co.uk/mp/270.jpg","M","E14000910","65654","Saffron Walden","England"
"Mark Lazarowicz","542","Edinburgh North and Leith","Labour Co-operative","1617","2025","3922","http://sexymp.co.uk/mp/352.jpg","M","S14000023","14420","Edinburgh North and Leith","Scotland"
"Tessa Jowell","543","Dulwich and West Norwood","Labour","1343","23307","33604","http://sexymp.co.uk/mp/331.jpg","F","E14000673","65808","Dulwich and West Norwood","England"
"Guto Bebb","544","Aberconwy","Conservative","1432","2226","3581","http://sexymp.co.uk/mp/35.jpg","M","W07000058","66085","Aberconwy","Wales"
"Naomi Long","545","Belfast East","Alliance","1399","22279","34506","http://sexymp.co.uk/mp/371.jpg","F","N06000001","66124","Belfast East","Northern Ireland"
"Caroline Lucas","546","Brighton, Pavilion","Green Party","1323","25297","35651","http://sexymp.co.uk/mp/376.jpg","F","E14000598","65787","Brighton, Pavilion","England"
"Hywel Francis","547","Aberavon","Labour","1621","2039","3987","http://sexymp.co.uk/mp/209.jpg","M","W07000049","66101","Aberavon","Wales"
"Mike Weir","548","Angus","Scottish National Party","1421","2246","3577","http://sexymp.co.uk/mp/615.jpg","M","S14000004","14401","Angus","Scotland"
"Eric Pickles","549","Brentwood and Ongar","Conservative","1451","2242","3702","http://sexymp.co.uk/mp/483.jpg","M","E14000594","65685","Brentwood and Ongar","England"
"Paul Uppal","550","Wolverhampton South West","Conservative","1378","2174","3301","http://sexymp.co.uk/mp/597.jpg","M","E14001051","65948","Wolverhampton South West","England"
"Jim Dobbin","551","Heywood and Middleton","Labour Co-operative","1502","2142","3767","http://sexymp.co.uk/mp/156.jpg","M","E14000747","65814","Heywood and Middleton","England"
"Chi Onwurah","552","Newcastle upon Tyne Central","Labour","1325","22641","32538","http://sexymp.co.uk/mp/463.jpg","F","E14000831","66055","Newcastle upon Tyne Central","England"
"Heather Wheeler","553","South Derbyshire","Conservative","1531","20991","38040","http://sexymp.co.uk/mp/617.jpg","F","E14000935","65762","South Derbyshire","England"
"Chris Williamson","554","Derby North","Labour","1430","2215","3606","http://sexymp.co.uk/mp/630.jpg","M","E14000662","66070","Derby North","England"
"Michael Meacher","555","Oldham West and Royton","Labour","1517","2159","3881","http://sexymp.co.uk/mp/413.jpg","M","E14000871","66022","Oldham West and Royton","England"
"John Bercow","556","Buckingham","Bi-Curious","1272","2668","3598","http://sexymp.co.uk/mp/44.jpg","M","E14000608","65909","Buckingham","England"
"Dan Rogerson","557","North Cornwall","Liberal Democrat","1423","2188","3552","http://sexymp.co.uk/mp/513.jpg","M","E14000837","65602","North Cornwall","England"
"Jim Dowd","558","Lewisham West and Penge","Labour","1489","2081","3649","http://sexymp.co.uk/mp/166.jpg","M","E14000788","65616","Lewisham West and Penge","England"
"Roger Godsiff","559","Birmingham, Hall Green","Labour","1570","2087","3967","http://sexymp.co.uk/mp/230.jpg","M","E14000562","65597","Birmingham, Hall Green","England"
"Tony Cunningham","560","Workington","Labour","1513","2093","3771","http://sexymp.co.uk/mp/138.jpg","M","E14001053","65625","Workington","England"
"Norman Lamb","561","North Norfolk","Liberal Democrat","1409","2161","3477","http://sexymp.co.uk/mp/345.jpg","M","E14000848","65872","North Norfolk","England"
"Angela Smith","562","Penistone and Stocksbridge","Labour","1353","21834","32882","http://sexymp.co.uk/mp/547.jpg","F","E14000876","66002","Penistone and Stocksbridge","England"
"Gordon Banks","563","Ochil and South Perthshire","Labour","1476","2144","3722","http://sexymp.co.uk/mp/28.jpg","M","S14000050","14447","Ochil and South Perthshire","Scotland"
"Madeleine Moon","564","Bridgend","Labour","1336","22008","32652","http://sexymp.co.uk/mp/428.jpg","F","W07000073","66095","Bridgend","Wales"
"Wayne David","565","Caerphilly","Labour","1532","2078","3855","http://sexymp.co.uk/mp/144.jpg","M","W07000076","66106","Caerphilly","Wales"
"Nigel Mills","566","Amber Valley","Conservative","1467","2008","3478","http://sexymp.co.uk/mp/424.jpg","M","E14000533","65809","Amber Valley","England"
"Gerald Howarth","567","Aldershot","Conservative","1374","2118","3309","http://sexymp.co.uk/mp/301.jpg","M","E14000530","65730","Aldershot","England"
"Ann McKechin","568","Glasgow North","Labour","1295","22582","32230","http://sexymp.co.uk/mp/408.jpg","F","S14000031","14427","Glasgow North","Scotland"
"Julian Lewis","569","New Forest East","Conservative","1367","2255","3531","http://sexymp.co.uk/mp/364.jpg","M","E14000827","65556","New Forest East","England"
"David Evennett","570","Bexleyheath and Crayford","Conservative","1407","2028","3338","http://sexymp.co.uk/mp/194.jpg","M","E14000558","65611","Bexleyheath and Crayford","England"
"Nick Raynsford","571","Greenwich and Woolwich","Labour","1446","2143","3682","http://sexymp.co.uk/mp/494.jpg","M","E14000718","65837","Greenwich and Woolwich","England"
"Adrian Sanders","572","Torbay","Liberal Democrat","1375","2184","3464","http://sexymp.co.uk/mp/524.jpg","M","E14000999","65692","Torbay","England"
"Bill Esterson","573","Sefton Central","Labour","1455","2198","3864","http://sexymp.co.uk/mp/188.jpg","M","E14000916","65706","Sefton Central","England"
"Angela Eagle","574","Wallasey","Labour","1329","21717","33098","http://sexymp.co.uk/mp/177.jpg","F","E14001010","65635","Wallasey","England"
"Vince Cable","575","Twickenham","Liberal Democrat","1424","2401","4093","http://sexymp.co.uk/mp/95.jpg","M","E14001005","65782","Twickenham","England"
"William Cash","576","Stone","Conservative","1449","2048","3609","http://sexymp.co.uk/mp/105.jpg","M","E14000975","65950","Stone","England"
"Maria Eagle","577","Garston and Halewood","Labour","1274","22509","32098","http://sexymp.co.uk/mp/178.jpg","F","E14000708","65900","Garston and Halewood","England"
"Marsha Singh","578","Bradford West","Labour","1445","2189","3838","http://sexymp.co.uk/mp/542.jpg","M","E14000589","66036","Bradford West","England"
"Alan Meale","579","Mansfield","Labour","1505","2001","3743","http://sexymp.co.uk/mp/414.jpg","M","E14000810","65647","Mansfield","England"
"Grahame Morris","580","Easington","Labour","1571","1927","3848","http://sexymp.co.uk/mp/436.jpg","M","E14000677","65823","Easington","England"
"John Stanley","581","Tonbridge and Malling","Conservative","1469","2037","3675","http://sexymp.co.uk/mp/559.jpg","M","E14000997","65744","Tonbridge and Malling","England"
"Sammy Wilson","582","East Antrim","Democratic Unionist","1502","2047","3831","http://sexymp.co.uk/mp/635.jpg","M","N06000005","66128","East Antrim","Northern Ireland"
"Ian Lucas","583","Wrexham","Labour","1450","2078","3690","http://sexymp.co.uk/mp/377.jpg","M","W07000044","66113","Wrexham","Wales"
"Jack Dromey","584","Birmingham, Erdington","Labour","1444","2324","4133","http://sexymp.co.uk/mp/170.jpg","M","E14000561","65667","Birmingham, Erdington","England"
"Menzies Campbell","585","North East Fife","Liberal Democrat","1405","2297","3981","http://sexymp.co.uk/mp/100.jpg","M","S14000049","14446","North East Fife","Scotland"
"Jim Shannon","586","Strangford","Democratic Unionist","1537","2024","4032","http://sexymp.co.uk/mp/530.jpg","M","N06000016","66139","Strangford","Northern Ireland"
"Alistair Burt","587","North East Bedfordshire","Conservative","1453","2003","3660","http://sexymp.co.uk/mp/91.jpg","M","E14000841","65855","North East Bedfordshire","England"
"Meg Munn","588","Sheffield, Heeley","Labour Co-operative","1303","21709","33483","http://sexymp.co.uk/mp/443.jpg","F","E14000923","65549","Sheffield, Heeley","England"
"Keith Simpson","589","Broadland","Conservative","1493","1894","3617","http://sexymp.co.uk/mp/541.jpg","M","E14000603","65852","Broadland","England"
"Gordon Henderson","590","Sittingbourne and Sheppey","Conservative","1413","1922","3383","http://sexymp.co.uk/mp/278.jpg","M","E14000927","65610","Sittingbourne and Sheppey","England"
"Liam Byrne","591","Birmingham, Hodge Hill","Labour","1455","2153","3983","http://sexymp.co.uk/mp/94.jpg","M","E14000563","66072","Birmingham, Hodge Hill","England"
"David Heyes","592","Ashton-under-Lyne","Labour","1519","1963","3882","http://sexymp.co.uk/mp/284.jpg","M","E14000537","66056","Ashton-under-Lyne","England"
"Tom Watson","593","West Bromwich East","Labour","1511","2140","4212","http://sexymp.co.uk/mp/611.jpg","M","E14001029","65983","West Bromwich East","England"
"Andrew Miller","594","Ellesmere Port and Neston","Labour","1484","2107","4045","http://sexymp.co.uk/mp/422.jpg","M","E14000688","65991","Ellesmere Port and Neston","England"
"Richard Bacon","595","South Norfolk","Conservative","1396","2011","3536","http://sexymp.co.uk/mp/19.jpg","M","E14000941","65666","South Norfolk","England"
"Conor Murphy","596","Newry and Armagh","Sinn Fein","1486","2024","3962","http://sexymp.co.uk/mp/445.jpg","M","N06000011","66134","Newry and Armagh","Northern Ireland"
"Alan Whitehead","597","Southampton, Test","Labour","1476","1987","3864","http://sexymp.co.uk/mp/620.jpg","M","E14000956","65580","Southampton, Test","England"
"Mike Gapes","598","Ilford South","Labour Co-operative","1562","1924","4085","http://sexymp.co.uk/mp/216.jpg","M","E14000760","65585","Ilford South","England"
"John Robertson","599","Glasgow North West","Labour","1500","2064","4132","http://sexymp.co.uk/mp/510.jpg","M","S14000033","14429","Glasgow North West","Scotland"
"George Young","600","North West Hampshire","Conservative","1448","1997","3783","http://sexymp.co.uk/mp/648.jpg","M","E14000857","65894","North West Hampshire","England"
"Malcom Rifkind","601","Kensington","Conservative","1352","1971","3365","http://sexymp.co.uk/mp/504.jpg","M","E14000768","65939","Kensington","England"
"Bob Blackman","602","Harrow East","Conservative","1522","2577","5279","http://sexymp.co.uk/mp/52.jpg","M","E14000731","65650","Harrow East","England"
"Michael Fabricant","603","Lichfield","Conservative","1294","2092","3344","http://sexymp.co.uk/mp/195.jpg","M","E14000791","66046","Lichfield","England"
"Stephem Hammond","604","Wimbledon","Conservative","1360","2004","3485","http://sexymp.co.uk/mp/258.jpg","M","E14001040","65827","Wimbledon","England"
"Julie Hilling","605","Bolton West","Labour","1350","20332","34847","http://sexymp.co.uk/mp/286.jpg","F","E14000580","65738","Bolton West","England"
"Virendra Sharma","606","Ealing, Southall","Labour","1400","2124","3858","http://sexymp.co.uk/mp/533.jpg","M","E14000676","65794","Ealing, Southall","England"
"John Pugh","607","Southport","Liberal Democrat","1523","1909","3962","http://sexymp.co.uk/mp/490.jpg","M","E14000958","65728","Southport","England"
"Alan Beith","608","Berwick-upon-Tweed","Liberal Democrat","1496","1928","3909","http://sexymp.co.uk/mp/38.jpg","M","E14000554","65726","Berwick-upon-Tweed","England"
"Hywell Williams","609","Arfon","Plaid Cymru","1525","1934","4035","http://sexymp.co.uk/mp/626.jpg","M","W07000057","66108","Arfon","Wales"
"Bob Russell","610","Colchester","Liberal Democrat","1459","1946","3877","http://sexymp.co.uk/mp/522.jpg","M","E14000644","65926","Colchester","England"
"David Tredinnick","611","Bosworth","Conservative","1310","2053","3458","http://sexymp.co.uk/mp/588.jpg","M","E14000583","66071","Bosworth","England"
"Ian Swales","612","Redcar","Liberal Democrat","1324","2093","3632","http://sexymp.co.uk/mp/574.jpg","M","E14000891","66032","Redcar","England"
"David Willetts","613","Havant","Conservative","1461","1838","3738","http://sexymp.co.uk/mp/625.jpg","M","E14000736","65699","Havant","England"
"Steve Webb","614","Thornbury and Yate","Liberal Democrat","1340","2127","3801","http://sexymp.co.uk/mp/614.jpg","M","E14000994","65905","Thornbury and Yate","England"
"Andrew Stunel","615","Hazel Grove","Liberal Democrat","1452","1922","3919","http://sexymp.co.uk/mp/571.jpg","M","E14000738","65557","Hazel Grove","England"
"Helen Goodman","616","Bishop Auckland","Labour","1283","20501","34663","http://sexymp.co.uk/mp/233.jpg","F","E14000569","65820","Bishop Auckland","England"
"Richard Ottaway","617","Croydon South","Conservative","1417","1855","3656","http://sexymp.co.uk/mp/467.jpg","M","E14000656","65923","Croydon South","England"
"Lindsay Roy","618","Glenrothes","Labour","1596","1836","4312","http://sexymp.co.uk/mp/517.jpg","M","S14000036","14432","Glenrothes","Scotland"
"Robert Smith","619","West Aberdeenshire and Kincardine","Liberal Democrat","1409","1932","3778","http://sexymp.co.uk/mp/553.jpg","M","S14000058","14455","West Aberdeenshire and Kincardine","Scotland"
"Shailesh Vara","620","North West Cambridgeshire","Conservative","1362","1900","3529","http://sexymp.co.uk/mp/599.jpg","M","E14000855","65565","North West Cambridgeshire","England"
"Patrick Mercer","621","Newark","Conservative","1329","1986","3577","http://sexymp.co.uk/mp/417.jpg","M","E14000829","65696","Newark","England"
"Anne McGuire","622","Stirling","Labour","1302","20320","35619","http://sexymp.co.uk/mp/406.jpg","F","S14000057","14454","Stirling","Scotland"
"Annette Brooke","623","Mid Dorset and North Poole","Liberal Democrat","1472","18235","38497","http://sexymp.co.uk/mp/73.jpg","F","E14000815","66061","Mid Dorset and North Poole","England"
"Nick Harvey","624","North Devon","Liberal Democrat","1365","1947","3702","http://sexymp.co.uk/mp/269.jpg","M","E14000838","65658","North Devon","England"
"Anne Begg","625","Aberdeen South","Labour","1383","19359","37707","http://sexymp.co.uk/mp/37.jpg","F","S14000002","14399","Aberdeen South","Scotland"
"Gordon Birtwistle","626","Burnley","Liberal Democrat","1414","1907","3840","http://sexymp.co.uk/mp/51.jpg","M","E14000609","65846","Burnley","England"
"Oliver Letwin","627","West Dorset","Conservative","1391","1857","3658","http://sexymp.co.uk/mp/361.jpg","M","E14001031","65716","West Dorset","England"
"Norman Baker","628","Lewes","Liberal Democrat","1515","1811","4079","http://sexymp.co.uk/mp/23.jpg","M","E14000786","66020","Lewes","England"
"John Healey","629","Wentworth and Dearne","Labour","1466","1951","4195","http://sexymp.co.uk/mp/274.jpg","M","E14001028","65588","Wentworth and Dearne","England"
"James Arbuthnot","630","North East Hampshire","Conservative","1431","1873","3901","http://sexymp.co.uk/mp/16.jpg","M","E14000844","65729","North East Hampshire","England"
"Rosie Cooper","631","West Lancashire","Labour","1336","19487","36947","http://sexymp.co.uk/mp/124.jpg","F","E14001033","65873","West Lancashire","England"
"David Winnick","632","Walsall North","Labour","1443","1942","4204","http://sexymp.co.uk/mp/636.jpg","M","E14001011","65890","Walsall North","England"
"Pat Doherty","633","West Tyrone","Sinn Fein","1536","1800","4294","http://sexymp.co.uk/mp/160.jpg","M","N06000018","66141","West Tyrone","Northern Ireland"
"Fiona MacTaggart","634","Slough","Labour","1322","19338","38106","http://sexymp.co.uk/mp/383.jpg","F","E14000930","65680","Slough","England"
"Julian Huppart","635","Cambridge","Liberal Democrat","1412","1832","3989","http://sexymp.co.uk/mp/309.jpg","M","E14000617","65927","Cambridge","England"
"Alan Reid","636","Argyll and Bute","Liberal Democrat","1405","1874","4061","http://sexymp.co.uk/mp/501.jpg","M","S14000005","14402","Argyll and Bute","Scotland"
"Margaret Beckett","637","Derby South","Labour","1309","19586","38371","http://sexymp.co.uk/mp/36.jpg","F","E14000663","65863","Derby South","England"
"Sandra Osborne","638","Ayr, Carrick and Cumnock","Labour","1304","19521","38211","http://sexymp.co.uk/mp/466.jpg","F","S14000006","14403","Ayr, Carrick and Cumnock","Scotland"
"Roger Williams","639","Brecon and Radnorshire","Liberal Democrat","1453","1787","4112","http://sexymp.co.uk/mp/628.jpg","M","W07000068","66088","Brecon and Radnorshire","Wales"
"Alun Michael","640","Cardiff South and Penarth","Labour Co-operative","1433","1858","4239","http://sexymp.co.uk/mp/419.jpg","M","W07000080","66119","Cardiff South and Penarth","Wales"
"Don Foster","641","Bath","Liberal Democrat","1446","1729","4026","http://sexymp.co.uk/mp/206.jpg","M","E14000547","65798","Bath","England"
"Ronnie Campbell","642","Blyth Valley","Labour","1463","1819","4398","http://sexymp.co.uk/mp/101.jpg","M","E14000575","65753","Blyth Valley","England"
"Glanda Jackson","643","Hampstead and Kilburn","Labour","1270","19064","37519","http://sexymp.co.uk/mp/312.jpg","F","E14000727","65576","Hampstead and Kilburn","England"
"Michael Connarty","644","Linlithgow and East Falkirk","Conservative","1338","1917","4098","http://sexymp.co.uk/mp/123.jpg","M","S14000043","14439","Linlithgow and East Falkirk","Scotland"
"Paul Burstow","645","Sutton and Cheam","Liberal Democrat","1257","1868","3682","http://sexymp.co.uk/mp/90.jpg","M","E14000984","66040","Sutton and Cheam","England"
"Angus Robertson","646","Moray","Scottish National Party","1366","1778","4104","http://sexymp.co.uk/mp/508.jpg","M","S14000046","14442","Moray","Scotland"
"Sheila Gilmore","647","Edinburgh East","Labour","1293","18054","39802","http://sexymp.co.uk/mp/226.jpg","F","S14000022","14419","Edinburgh East","Scotland"
"Steve McCabe","648","Birmingham, Selly Oak","Labour","1632","3221","15140","http://sexymp.co.uk/mp/392.jpg","M","E14000567","65804","Birmingham, Selly Oak","England"
