sep=,
"name","ranking","constituency","party","score","won","lost","image","gender","area_gss_code","area_id","area_mapit_name","country","population_total","population_male","population_female","deaths_num_total","deaths_num_male","deaths_num_female","deaths_num_infant","deaths_num_neonatal","deaths_num_perinatal","deaths_rate_crude","deaths_rate_agestd_total","deaths_rate_agestd_male","deaths_rate_agestd_female","deaths_rate_infant","deaths_rate_neonatal","deaths_rate_perinatal","match_type","matched_by"
"Th!!r!!se Coffey","493","Suffolk Coastal","Conservative","1439","23628","33710","http://sexymp.co.uk/mp/120.jpg","F","E14000981","65607","Suffolk Coastal","England","730100","360900","369200","6880","3337","3543","35","21","54","9.4","465.2","547.2","395.1","4.2","2.5","6.4","covered_by","E10000029"
"Kate Green","494","Stretford and Urmston","Labour","1316","25676","31432","http://sexymp.co.uk/mp/242.jpg","F","E14000979","65911","Stretford and Urmston","England","227100","111200","115900","1847","866","981","9","6","15","8.1","500.6","571.4","441.4","3.1","2.1","5.2","covered_by","E08000009"
"John Thurso","495","Caithness, Sutherland and Easter Ross","Liberal Democrat","1482","2434","3663","http://sexymp.co.uk/mp/584.jpg","M","S14000009","14406","Caithness, Sutherland and Easter Ross","Scotland","5254800","2548200","2706600","53661","25913","27748","238","159","409","10.2","640.9","765.8","539.9","4.1","2.7","6.9","covered_by","S15000001"
"Frank Dobson","496","Holborn and St Pancras","Labour","1465","2519","3730","http://sexymp.co.uk/mp/157.jpg","M","E14000750","65824","Holborn and St Pancras","England","220100","108100","112000","1103","561","542","19","15","30","5","461","555.4","384.9","6.1","4.8","9.6","covered_by","E09000007"
"Gary Streeter","497","South West Devon","Conservative","1444","2267","3279","http://sexymp.co.uk/mp/566.jpg","M","E14000950","65775","South West Devon","England","83600","40500","43100","873","404","469","1","1","0","10.4","427.7","498","367.3","0","0","0","covered_by","E07000044"
"Gisela Stuart","498","Birmingham, Edgbaston","Labour","1379","24130","32229","http://sexymp.co.uk/mp/569.jpg","F","E14000560","65931","Birmingham, Edgbaston","England","1074300","528800","545400","7985","3926","4059","143","107","193","7.4","579.2","694.3","480.8","8.2","6.1","11","covered_by","E08000025"
"Andrew Tyrie","499","Chichester","Conservative","1437","2206","3165","http://sexymp.co.uk/mp/595.jpg","M","E14000633","65558","Chichester","England","114000","54500","59500","1366","599","767","5","3","0","12","473.1","534.6","419.5","4.4","2.6","0","covered_by","E07000225"
"Jessica Morden","500","Newport East","Labour","1080","36013","30283","http://sexymp.co.uk/mp/431.jpg","F","W07000055","66094","Newport East","Wales","91500","45000","46500","880","436","444","4","2","6","9.6","484.5","578.1","407.8","5.1","0","7.6","covered_by","W06000021"
"Lyn Brown","501","West Ham","Labour","1337","24923","31827","http://sexymp.co.uk/mp/75.jpg","F","E14001032","66058","West Ham","England","310500","162000","148400","1231","646","585","26","17","47","4","555.8","659.7","463.5","4.1","2.7","7.4","covered_by","E09000025"
"Nicholas Brown","502","Newcastle upon Tyne East","Labour","1483","2463","3758","http://sexymp.co.uk/mp/76.jpg","M","E14000832","65594","Newcastle upon Tyne East","England","279100","139900","139200","2380","1154","1226","9","7","32","8.5","609.2","729.4","511.3","2.6","2.1","9.3","covered_by","E08000021"
"David Amess","503","Southend West","Conservative","1387","2320","3175","http://sexymp.co.uk/mp/13.jpg","M","E14000957","65876","Southend West","England","174300","85400","88900","1722","763","959","8","5","11","9.9","522.9","598.7","461.3","3.5","2.2","4.8","covered_by","E06000033"
"Andrew Love","504","Edmonton","Labour Co-operative","1525","2211","3538","http://sexymp.co.uk/mp/375.jpg","M","E14000687","65570","Edmonton","England","313900","151500","162400","1846","921","925","21","10","41","5.9","455.5","568.5","370.2","4.3","2","8.3","covered_by","E09000010"
"Alisdair McDonnell","505","Belfast South","Social Democratic and Labour","1464","2361","3537","http://sexymp.co.uk/mp/400.jpg","M","N06000003","66126","Belfast South","Northern Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","no match (no polygons)",""
"Pat McFadden","506","Wolverhampton South East","Labour","1514","2276","3608","http://sexymp.co.uk/mp/402.jpg","M","E14001050","65593","Wolverhampton South East","England","281600","138800","142800","2634","1307","1327","18.5","12","26","9.350000000000001","561.55","679.5","460.8","5.05","3.3","7","overlapped_by (calculated average)","E08000027,E08000031"
"Margaret Hodge","507","Barking","Labour","1320","24552","30988","http://sexymp.co.uk/mp/289.jpg","F","E14000540","65662","Barking","England","187000","90900","96200","1218","589","629","14","11","40","6.5","586.7","731.3","476.8","3.8","3","10.8","covered_by","E09000002"
"Cathy Jamieson","508","Kilmarnock and Loudoun","Labour Co-operative","1345","25340","33030","http://sexymp.co.uk/mp/316.jpg","F","S14000040","14436","Kilmarnock and Loudoun","Scotland","120200","58200","62000","1319","634","685","7","5","6","11","675.6","793.8","580.8","5.1","3.7","4.4","covered_by","S12000008"
"Gregory Barker","509","Bexhill and Battle","Conservative","1417","2218","3180","http://sexymp.co.uk/mp/30.jpg","M","E14000557","65845","Bexhill and Battle","England","527200","254100","273100","6139","2820","3319","21","16","36","11.6","496","586.5","421.3","3.9","3","6.6","covered_by","E10000011"
"Richard Shepherd","510","Aldridge-Brownhills","Conservative","1526","2150","3491","http://sexymp.co.uk/mp/536.jpg","M","E14000531","65773","Aldridge-Brownhills","England","269500","132400","137100","2426","1206","1220","36","26","41","9","571.7","691.3","467.2","9.6","6.9","10.9","covered_by","E08000030"
"Nia Griffith","511","Llanelli","Labour","1508","2256","3602","http://sexymp.co.uk/mp/246.jpg","M","W07000045","66117","Llanelli","Wales","184000","89900","94100","2052","992","1060","1","1","7","11.2","549.6","651.7","466","0","0","3.6","covered_by","W06000010"
"David Heath","512","Somerton and Frome","Liberal Democrat","1498","2373","3765","http://sexymp.co.uk/mp/275.jpg","M","E14000932","65812","Somerton and Frome","England","531600","259300","272200","5366","2519","2847","23","19","43","10.1","467","550.3","396.1","4","3.3","7.4","covered_by","E10000027"
"Ann Clwyd","513","Cynon Valley","Labour","1384","23032","32153","http://sexymp.co.uk/mp/117.jpg","F","W07000070","66105","Cynon Valley","Wales","187150","91500","95650","2026","1001","1025","8.5","5.5","13","10.95","653","787.6","542.4","3.75","2.55","6.05","overlapped_by (calculated average)","W06000012,W06000016"
"Peter Tapsel","514","Louth and Horncastle","Conservative","1482","2162","3380","http://sexymp.co.uk/mp/580.jpg","M","E14000798","65987","Louth and Horncastle","England","136700","66600","70100","1790","888","902","10","6","9","13.1","577.7","660.3","505","7.7","4.6","6.9","covered_by","E07000137"
"Ian Mearns","515","Gateshead","Labour","1639","2005","3693","http://sexymp.co.uk/mp/415.jpg","M","E14000709","65870","Gateshead","England","200300","98000","102300","2100","1050","1050","13","9","25","10.5","630.9","751.8","525.2","5.5","3.8","10.5","covered_by","E08000037"
"Graham Stringer","516","Blackley and Broughton","Labour","1471","2244","3475","http://sexymp.co.uk/mp/568.jpg","M","E14000571","65583","Blackley and Broughton","England","368700","185150","183550","2809","1416","1393","32","22","51","8","699.25","836.4","586.3","5.3","3.5","8","overlapped_by (calculated average)","E08000003,E08000006"
"Vernon Coaker","517","Gedling","Labour","1502","2290","3682","http://sexymp.co.uk/mp/118.jpg","M","E14000710","65551","Gedling","England","113700","55500","58300","1016","485","531","4","2","6","8.9","485.6","556.4","425.6","3.3","0","4.9","covered_by","E07000173"
"Ann Coffey","518","Stockport","Labour","1374","23083","32049","http://sexymp.co.uk/mp/119.jpg","F","E14000969","65606","Stockport","England","283300","138400","144800","2523","1198","1325","22","13","31","8.9","502.7","589.2","426.3","6.5","3.9","9.2","covered_by","E08000007"
"Linda Riordin","519","Halifax","Labour Co-operative","1367","23561","32415","http://sexymp.co.uk/mp/505.jpg","F","E14000723","65599","Halifax","England","204200","99800","104400","1850","908","942","16","10","22","9.1","584.3","718.4","475.6","6.2","3.9","8.5","covered_by","E08000033"
"Oliver Colville","520","Plymouth, Sutton and Devonport","Conservative","1459","2193","3381","http://sexymp.co.uk/mp/122.jpg","M","E14000880","65737","Plymouth, Sutton and Devonport","England","256600","127200","129400","2236","1096","1140","18","14","40","8.7","548.6","658.7","453.3","5.5","4.3","12.1","covered_by","E06000026"
"Henry Bellingham","521","North West Norfolk","Conservative","1367","2374","3278","http://sexymp.co.uk/mp/40.jpg","M","E14000859","65713","North West Norfolk","England","147900","72400","75500","1587","785","802","13","11","15","10.7","498.2","583.8","424.9","8.2","7","9.5","covered_by","E07000146"
"Frank Roy","522","Motherwell and Wishaw","Labour","1541","2192","3705","http://sexymp.co.uk/mp/516.jpg","M","S14000047","14443","Motherwell and Wishaw","Scotland","326700","157300","169400","3381","1606","1775","18","13","27","10.3","742.2","875.1","633.7","4.5","3.3","6.7","covered_by","S12000044"
"Pat Glass","523","North West Durham","Labour","1301","24743","31516","http://sexymp.co.uk/mp/227.jpg","F","E14000856","65859","North West Durham","England","513000","251200","261800","5202","2462","2740","23","16","49","10.1","599.1","684.3","525.2","3.9","2.7","8.4","covered_by","E06000047"
"Martin Caton","524","Gower","Labour","1560","2074","3622","http://sexymp.co.uk/mp/106.jpg","M","W07000046","66083","Gower","Wales","189300","93200","96100","2007.5","1000","1007.5","9.5","6.5","16.5","10.75","616.85","749.5","510.05","4.3","3","7.6","overlapped_by (calculated average)","W06000011,W06000012"
"Richard Harrington","525","Watford","Conservative","1477","2132","3411","http://sexymp.co.uk/mp/265.jpg","M","E14001021","65626","Watford","England","1119800","549000","570800","8708","4199","4509","53","44","107","7.8","474.1","564.5","401","3.5","2.9","7.1","covered_by","E10000015"
"Denis MackShane","526","Rotherham","Labour","1550","2260","3926","http://sexymp.co.uk/mp/382.jpg","M","E14000904","66029","Rotherham","England","257700","126500","131200","2509","1225","1284","13","11","19","9.7","587.1","695.4","502.8","4.3","3.6","6.2","covered_by","E08000018"
"Diane Abbott","527","Hackney North and Stoke Newington","Labour","1328","24400","33052","http://sexymp.co.uk/mp/2.jpg","F","E14000720","65550","Hackney North and Stoke Newington","England","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","no match",""
"Stephen Pound","528","Ealing North","Labour","1561","2151","3803","http://sexymp.co.uk/mp/486.jpg","M","E14000675","65701","Ealing North","England","339300","169800","169500","1866","970","896","24","18","56","5.5","499","605.3","404.4","4.1","3.1","9.6","covered_by","E09000009"
"Stephen Timms","529","East Ham","Labour","1564","2191","3880","http://sexymp.co.uk/mp/585.jpg","M","E14000679","65573","East Ham","England","310500","162000","148400","1231","646","585","26","17","47","4","555.8","659.7","463.5","4.1","2.7","7.4","covered_by","E09000025"
"Karen Buck","530","Westminster North","Labour","1363","22563","32051","http://sexymp.co.uk/mp/82.jpg","F","E14001036","65851","Westminster North","England","219600","112000","107600","1083","560","523","11","7","16","4.9","442.6","514.6","375.5","3.6","2.3","5.2","covered_by","E09000033"
"Richard Burden","531","Birmingham, Northfield","Labour","1508","2098","3533","http://sexymp.co.uk/mp/84.jpg","M","E14000565","65966","Birmingham, Northfield","England","1074300","528800","545400","7985","3926","4059","143","107","193","7.4","579.2","694.3","480.8","8.2","6.1","11","covered_by","E08000025"
"Paul Flynn","532","Newport West","Labour","1527","2221","3845","http://sexymp.co.uk/mp/205.jpg","M","W07000056","66099","Newport West","Wales","118500","57900","60600","1111","544.5","566.5","6","5","11.5","9.5","568.7","683.4000000000001","470.1","4.5","3.8","8.3","overlapped_by (calculated average)","W06000020,W06000022"
"Joan Walley","533","Stoke-on-Trent North","Labour","1382","22146","32595","http://sexymp.co.uk/mp/607.jpg","F","E14000973","65783","Stoke-on-Trent North","England","407366.6666666667","201833.33333333334","205500","3701.6666666666665","1782","1919.6666666666667","28.666666666666668","21","39.666666666666664","9.3","562.0666666666666","652.6666666666666","490.1666666666667","6.6000000000000005","4.733333333333333","8.433333333333334","overlapped_by (calculated average)","E06000021,E10000028,E07000195"
"Graham Allen","534","Nottingham North","Labour","1390","2305","3432","http://sexymp.co.uk/mp/12.jpg","M","E14000866","65643","Nottingham North","England","303900","153200","150700","2257","1159","1098","27","21","48","7.4","621.6","766.4","503.8","6.1","4.7","10.7","covered_by","E06000018"
"Chris Ruane","535","Vale of Clwyd","Labour","1530","2106","3682","http://sexymp.co.uk/mp/518.jpg","M","W07000060","66116","Vale of Clwyd","Wales","93900","46100","47800","1072","510","562","3","2","7","11.4","571.5","642.6","514.4","2.7","0","6.3","covered_by","W06000004"
"Elfyn Llwyd","536","Dwyfor Meirionnydd","Plaid Cymru","1458","2277","3690","http://sexymp.co.uk/mp/370.jpg","M","W07000061","66096","Dwyfor Meirionnydd","Wales","121500","59700","61800","1173","593","580","6","4","16","9.7","485.1","615.8","378.9","4.5","3","12","covered_by","W06000002"
"Brian Binley","537","Northampton South","Conservative","1504","2073","3530","http://sexymp.co.uk/mp/50.jpg","M","E14000862","65910","Northampton South","England","212500","104500","108000","1714","813","901","23","17","31","8.1","593.2","679.3","516.6","7","5.1","9.3","covered_by","E07000154"
"Keith Vaz","538","Leicester East","Labour","1463","2508","4107","http://sexymp.co.uk/mp/600.jpg","M","E14000782","65807","Leicester East","England","329600","163100","166600","2330","1185","1145","40","28","0","7.1","595.4","725.4","486.7","7.5","5.3","0","covered_by","E06000016"
"George Howarth","539","Knowsley","Labour","1543","2397","4285","http://sexymp.co.uk/mp/300.jpg","M","E14000775","65869","Knowsley","England","145900","69300","76600","1356","671","685","8","3","8","9.3","625.5","757.7","519.3","4.1","1.5","4","covered_by","E08000011"
"Geoffrey Clifton-Brown","540","The Cotswolds","Conservative","1348","2217","3198","http://sexymp.co.uk/mp/116.jpg","M","E14000991","65789","The Cotswolds","England","598300","293300","305000","5470","2656","2814","19","10","43","9.1","484.1","583.6","401.2","2.8","1.5","6.4","covered_by","E10000013"
"Alan Haselhurst","541","Saffron Walden","Conservative","1486","2046","3466","http://sexymp.co.uk/mp/270.jpg","M","E14000910","65654","Saffron Walden","England","1396600","681800","714800","12864","6082","6782","64","46","113","9.2","499","580.6","430.9","3.9","2.8","6.9","covered_by","E10000012"
"Mark Lazarowicz","542","Edinburgh North and Leith","Labour Co-operative","1617","2025","3922","http://sexymp.co.uk/mp/352.jpg","M","S14000023","14420","Edinburgh North and Leith","Scotland","495400","239700","255600","4232","2013","2219","22","15","35","8.5","590.1","712.9","492.2","4","2.7","6.3","covered_by","S12000036"
"Tessa Jowell","543","Dulwich and West Norwood","Labour","1343","23307","33604","http://sexymp.co.uk/mp/331.jpg","F","E14000673","65808","Dulwich and West Norwood","England","296600","147400","149200","1347.5","733","614.5","28","21","48.5","4.55","553.75","696.6","434.95000000000005","5.7","4.25","9.8","overlapped_by (calculated average)","E09000022,E09000028"
"Guto Bebb","544","Aberconwy","Conservative","1432","2226","3581","http://sexymp.co.uk/mp/35.jpg","M","W07000058","66085","Aberconwy","Wales","115300","55800","59500","1475","689","786","7","5","10","12.8","542.9","645.2","456.2","5.9","4.2","8.4","covered_by","W06000003"
"Naomi Long","545","Belfast East","Alliance","1399","22279","34506","http://sexymp.co.uk/mp/371.jpg","F","N06000001","66124","Belfast East","Northern Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","no match (no polygons)",""
"Caroline Lucas","546","Brighton, Pavilion","Green Party","1323","25297","35651","http://sexymp.co.uk/mp/376.jpg","F","E14000598","65787","Brighton, Pavilion","England","273000","136200","136800","2081","978","1103","16","16","27","7.6","533.2","624","456.9","4.9","4.9","8.2","covered_by","E06000043"
"Hywel Francis","547","Aberavon","Labour","1621","2039","3987","http://sexymp.co.uk/mp/209.jpg","M","W07000049","66101","Aberavon","Wales","139900","68400","71500","1601","793","808","6","5","12","11.4","647.1","781.7","539.5","3.8","3.1","7.5","covered_by","W06000012"
"Mike Weir","548","Angus","Scottish National Party","1421","2246","3577","http://sexymp.co.uk/mp/615.jpg","M","S14000004","14401","Angus","Scotland","110600","53700","56900","1222","571","651","6","3","10","11","579.8","656.8","515.6","5.2","2.6","8.6","covered_by","S12000041"
"Eric Pickles","549","Brentwood and Ongar","Conservative","1451","2242","3702","http://sexymp.co.uk/mp/483.jpg","M","E14000594","65685","Brentwood and Ongar","England","1396600","681800","714800","12864","6082","6782","64","46","113","9.2","499","580.6","430.9","3.9","2.8","6.9","covered_by","E10000012"
"Paul Uppal","550","Wolverhampton South West","Conservative","1378","2174","3301","http://sexymp.co.uk/mp/597.jpg","M","E14001051","65948","Wolverhampton South West","England","249900","123700","126200","2335","1156","1179","24","13","31","9.3","584.7","706.2","476.3","6.6","3.6","8.4","covered_by","E08000031"
"Jim Dobbin","551","Heywood and Middleton","Labour Co-operative","1502","2142","3767","http://sexymp.co.uk/mp/156.jpg","M","E14000747","65814","Heywood and Middleton","England","211900","103800","108100","1858","935","923","12","8","24","8.8","624.6","755.1","514.6","4","2.6","7.9","covered_by","E08000005"
"Chi Onwurah","552","Newcastle upon Tyne Central","Labour","1325","22641","32538","http://sexymp.co.uk/mp/463.jpg","F","E14000831","66055","Newcastle upon Tyne Central","England","279100","139900","139200","2380","1154","1226","9","7","32","8.5","609.2","729.4","511.3","2.6","2.1","9.3","covered_by","E08000021"
"Heather Wheeler","553","South Derbyshire","Conservative","1531","20991","38040","http://sexymp.co.uk/mp/617.jpg","F","E14000935","65762","South Derbyshire","England","94900","47100","47800","750","381","369","4","3","5","7.9","515.2","623.2","432.6","3.5","2.6","4.4","covered_by","E07000039"
"Chris Williamson","554","Derby North","Labour","1430","2215","3606","http://sexymp.co.uk/mp/630.jpg","M","E14000662","66070","Derby North","England","248900","123100","125800","1973","972","1001","17","13","34","7.9","523.9","627.4","435.5","4.7","3.6","9.2","covered_by","E06000015"
"Michael Meacher","555","Oldham West and Royton","Labour","1517","2159","3881","http://sexymp.co.uk/mp/413.jpg","M","E14000871","66022","Oldham West and Royton","England","225200","110300","114800","2004","969","1035","22","19","29","8.9","631.5","751.1","529.7","6.7","5.8","8.8","covered_by","E08000004"
"John Bercow","556","Buckingham","Bi-Curious","1272","2668","3598","http://sexymp.co.uk/mp/44.jpg","M","E14000608","65909","Buckingham","England","506600","249000","257600","3793","1863","1930","20","16","58","7.5","447.5","536","374.1","3.3","2.6","9.4","covered_by","E10000002"
"Dan Rogerson","557","North Cornwall","Liberal Democrat","1423","2188","3552","http://sexymp.co.uk/mp/513.jpg","M","E14000837","65602","North Cornwall","England","536000","259600","276400","5663","2764","2899","33","22","39","10.6","502.9","606.2","416.9","5.7","3.8","6.7","covered_by","E06000052"
"Jim Dowd","558","Lewisham West and Penge","Labour","1489","2081","3649","http://sexymp.co.uk/mp/166.jpg","M","E14000788","65616","Lewisham West and Penge","England","293750","142400","151350","2068.5","963.5","1105","15","10","38","6.949999999999999","517.15","608.85","441.2","3.2","2.15","8.15","overlapped_by (calculated average)","E09000023,E09000006"
"Roger Godsiff","559","Birmingham, Hall Green","Labour","1570","2087","3967","http://sexymp.co.uk/mp/230.jpg","M","E14000562","65597","Birmingham, Hall Green","England","1074300","528800","545400","7985","3926","4059","143","107","193","7.4","579.2","694.3","480.8","8.2","6.1","11","covered_by","E08000025"
"Tony Cunningham","560","Workington","Labour","1513","2093","3771","http://sexymp.co.uk/mp/138.jpg","M","E14001053","65625","Workington","England","96400","47400","49000","1145","526","619","3","2","7","11.9","599.5","675.6","535.5","3.2","0","7.4","covered_by","E07000026"
"Norman Lamb","561","North Norfolk","Liberal Democrat","1409","2161","3477","http://sexymp.co.uk/mp/345.jpg","M","E14000848","65872","North Norfolk","England","101700","49200","52400","1275","631","644","5","2","8","12.5","445.4","544.1","367","5.8","0","9.3","covered_by","E07000147"
"Angela Smith","562","Penistone and Stocksbridge","Labour","1353","21834","32882","http://sexymp.co.uk/mp/547.jpg","F","E14000876","66002","Penistone and Stocksbridge","England","5288200","2602000","2686200","48527","23466","25061","327","228","538","9.2","566.2","670","480.6","4.9","3.4","8.1","covered_by","E15000003"
"Gordon Banks","563","Ochil and South Perthshire","Labour","1476","2144","3722","http://sexymp.co.uk/mp/28.jpg","M","S14000050","14447","Ochil and South Perthshire","Scotland","149500","73500","76000","1496","717","779","1","0","7","10","513.7","606.4","438.5","0","0","4.8","overlapped_by (calculated average)","S12000024"
"Madeleine Moon","564","Bridgend","Labour","1336","22008","32652","http://sexymp.co.uk/mp/428.jpg","F","W07000073","66095","Bridgend","Wales","135333.33333333334","66333.33333333333","68966.66666666667","1385","673.6666666666666","711.3333333333334","5.666666666666667","4","8.666666666666666","10.166666666666666","587.0333333333334","697.3666666666667","499","3.4999999999999996","2.5","5.5","overlapped_by (calculated average)","W06000012,W06000013,W06000014"
"Wayne David","565","Caerphilly","Labour","1532","2078","3855","http://sexymp.co.uk/mp/144.jpg","M","W07000076","66106","Caerphilly","Wales","178800","87600","91100","1672","822","850","7","4","16","9.4","603.2","721.9","505.1","3.3","1.9","7.6","covered_by","W06000018"
"Nigel Mills","566","Amber Valley","Conservative","1467","2008","3478","http://sexymp.co.uk/mp/424.jpg","M","E14000533","65809","Amber Valley","England","122500","60300","62300","1196","604","592","5","4","6","9.8","530.5","653.2","430","3.9","3.1","4.7","covered_by","E07000032"
"Gerald Howarth","567","Aldershot","Conservative","1374","2118","3309","http://sexymp.co.uk/mp/301.jpg","M","E14000530","65730","Aldershot","England","1322100","647500","674600","11397","5389","6008","50","30","81","8.6","454.5","524.8","396.7","3.3","2","5.3","covered_by","E10000014"
"Ann McKechin","568","Glasgow North","Labour","1295","22582","32230","http://sexymp.co.uk/mp/408.jpg","F","S14000031","14427","Glasgow North","Scotland","598800","290600","308300","6403","3201","3202","45","33","71","10.7","840.5","1080.6","661.7","5.9","4.3","9.2","covered_by","S12000046"
"Julian Lewis","569","New Forest East","Conservative","1367","2255","3531","http://sexymp.co.uk/mp/364.jpg","M","E14000827","65556","New Forest East","England","176800","84900","91900","1998","928","1070","7","1","8","11.3","424.5","493.8","366","4.4","0","5","covered_by","E07000091"
"David Evennett","570","Bexleyheath and Crayford","Conservative","1407","2028","3338","http://sexymp.co.uk/mp/194.jpg","M","E14000558","65611","Bexleyheath and Crayford","England","232800","112100","120700","1847","895","952","9","4","13","7.9","481.9","588.8","398","2.8","1.3","4.1","covered_by","E09000004"
"Nick Raynsford","571","Greenwich and Woolwich","Labour","1446","2143","3682","http://sexymp.co.uk/mp/494.jpg","M","E14000718","65837","Greenwich and Woolwich","England","255500","126900","128600","1543","778","765","14","12","40","6","553","689.1","449.6","3.1","2.6","8.7","covered_by","E09000011"
"Adrian Sanders","572","Torbay","Liberal Democrat","1375","2184","3464","http://sexymp.co.uk/mp/524.jpg","M","E14000999","65692","Torbay","England","131200","63200","68000","1672","728","944","6","5","10","12.7","538.4","601.8","480.4","4","3.3","6.6","covered_by","E06000027"
"Bill Esterson","573","Sefton Central","Labour","1455","2198","3864","http://sexymp.co.uk/mp/188.jpg","M","E14000916","65706","Sefton Central","England","274000","131300","142700","3018","1489","1529","9","7","13","11","550.3","689.6","441.1","3.2","2.5","4.6","covered_by","E08000014"
"Angela Eagle","574","Wallasey","Labour","1329","21717","33098","http://sexymp.co.uk/mp/177.jpg","F","E14001010","65635","Wallasey","England","319800","153800","166000","3370","1589","1781","17","15","34","10.5","567.6","683.7","467.3","4.5","3.9","8.9","covered_by","E08000015"
"Vince Cable","575","Twickenham","Liberal Democrat","1424","2401","4093","http://sexymp.co.uk/mp/95.jpg","M","E14001005","65782","Twickenham","England","187500","91400","96100","1153","545","608","11","9","13","6.1","412","501.6","341.7","3.7","3.1","4.4","covered_by","E09000027"
"William Cash","576","Stone","Conservative","1449","2048","3609","http://sexymp.co.uk/mp/105.jpg","M","E14000975","65950","Stone","England","849500","420400","429100","7591","3625","3966","46","33","73","8.9","510.2","589.8","445.6","5.1","3.7","8.1","covered_by","E10000028"
"Maria Eagle","577","Garston and Halewood","Labour","1274","22509","32098","http://sexymp.co.uk/mp/178.jpg","F","E14000708","65900","Garston and Halewood","England","305800","149850","155900","2794","1353","1441","16.5","11","24.5","9.2","650.2","772.5","546.25","4.199999999999999","2.35","5.45","overlapped_by (calculated average)","E08000011,E08000012"
"Marsha Singh","578","Bradford West","Labour","1445","2189","3838","http://sexymp.co.uk/mp/542.jpg","M","E14000589","66036","Bradford West","England","523100","257399","265700","4222","2026","2196","56","37","86","8.1","597.5","704.7","513.1","6.7","4.5","10.3","covered_by","E08000032"
"Alan Meale","579","Mansfield","Labour","1505","2001","3743","http://sexymp.co.uk/mp/414.jpg","M","E14000810","65647","Mansfield","England","104600","51300","53200","991","485","506","6","3","5","9.5","563.3","669","473.5","4.3","2.2","3.6","covered_by","E07000174"
"Grahame Morris","580","Easington","Labour","1571","1927","3848","http://sexymp.co.uk/mp/436.jpg","M","E14000677","65823","Easington","England","513000","251200","261800","5202","2462","2740","23","16","49","10.1","599.1","684.3","525.2","3.9","2.7","8.4","covered_by","E06000047"
"John Stanley","581","Tonbridge and Malling","Conservative","1469","2037","3675","http://sexymp.co.uk/mp/559.jpg","M","E14000997","65744","Tonbridge and Malling","England","1466500","717200","749200","13434","6437","6997","61","38","119","9.2","504.8","603.6","423.2","3.5","2.2","6.7","covered_by","E10000016"
"Sammy Wilson","582","East Antrim","Democratic Unionist","1502","2047","3831","http://sexymp.co.uk/mp/635.jpg","M","N06000005","66128","East Antrim","Northern Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","no match (no polygons)",""
"Ian Lucas","583","Wrexham","Labour","1450","2078","3690","http://sexymp.co.uk/mp/377.jpg","M","W07000044","66113","Wrexham","Wales","135100","67100","67900","1247","605","642","8","4","7","9.2","559.9","652.5","480.8","4.6","2.3","4","covered_by","W06000006"
"Jack Dromey","584","Birmingham, Erdington","Labour","1444","2324","4133","http://sexymp.co.uk/mp/170.jpg","M","E14000561","65667","Birmingham, Erdington","England","1074300","528800","545400","7985","3926","4059","143","107","193","7.4","579.2","694.3","480.8","8.2","6.1","11","covered_by","E08000025"
"Menzies Campbell","585","North East Fife","Liberal Democrat","1405","2297","3981","http://sexymp.co.uk/mp/100.jpg","M","S14000049","14446","North East Fife","Scotland","367400","177300","190000","3759","1824","1935","16","12","35","10.2","610","744.2","508.5","3.7","2.8","8.2","covered_by","S12000015"
"Jim Shannon","586","Strangford","Democratic Unionist","1537","2024","4032","http://sexymp.co.uk/mp/530.jpg","M","N06000016","66139","Strangford","Northern Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","no match (no polygons)",""
"Alistair Burt","587","North East Bedfordshire","Conservative","1453","2003","3660","http://sexymp.co.uk/mp/91.jpg","M","E14000841","65855","North East Bedfordshire","England","206700","102150","104600","1545.5","767","778.5","15.5","10","18.5","7.55","486.75","569.7","415.65","6.35","4","7.15","overlapped_by (calculated average)","E06000055,E06000056"
"Meg Munn","588","Sheffield, Heeley","Labour Co-operative","1303","21709","33483","http://sexymp.co.uk/mp/443.jpg","F","E14000923","65549","Sheffield, Heeley","England","551800","272500","279200","4719","2288","2431","35","22","50","8.6","555.6","660.5","469","5.2","3.2","7.3","covered_by","E08000019"
"Keith Simpson","589","Broadland","Conservative","1493","1894","3617","http://sexymp.co.uk/mp/541.jpg","M","E14000603","65852","Broadland","England","859400","421200","438200","8869","4295","4574","46","36","83","10.3","485.1","568","415.7","4.9","3.9","8.8","covered_by","E10000020"
"Gordon Henderson","590","Sittingbourne and Sheppey","Conservative","1413","1922","3383","http://sexymp.co.uk/mp/278.jpg","M","E14000927","65610","Sittingbourne and Sheppey","England","136300","67400","68900","1160","557","603","10","4","12","8.5","531.2","619.1","466.2","5.9","2.3","7","covered_by","E07000113"
"Liam Byrne","591","Birmingham, Hodge Hill","Labour","1455","2153","3983","http://sexymp.co.uk/mp/94.jpg","M","E14000563","66072","Birmingham, Hodge Hill","England","1074300","528800","545400","7985","3926","4059","143","107","193","7.4","579.2","694.3","480.8","8.2","6.1","11","covered_by","E08000025"
