sep=,
"name","ranking","constituency","party","score","won","lost","image","area_gss_code","area_id","area_mapit_name","country","population_total","population_male","population_female","deaths_num_total","deaths_num_male","deaths_num_female","deaths_num_infant","deaths_num_neonatal","deaths_num_perinatal","deaths_rate_crude","deaths_rate_agestd_total","deaths_rate_agestd_male","deaths_rate_agestd_female","deaths_rate_infant","deaths_rate_neonatal","deaths_rate_perinatal","match_type","matched_by"
"Stephen Dorrell","90","Charnwood","Conservative","1492","3035","2434","http://sexymp.co.uk/mp/164.jpg","E14000625","65615","Charnwood","England","651200","321700","329500","5455","2732","2723","22","19","41","8.4","473.7","574.1","390.8","3.2","2.7","5.9","covered_by","E10000018"
"Richard Fuller","91","Bedford","Conservative","1417","3477","2470","http://sexymp.co.uk/mp/214.jpg","E14000552","65561","Bedford","England","157800","77500","80300","1269","606","663","19","11","18","8","507.5","587.1","441.1","9.1","5.3","8.6","covered_by","E06000055"
"Mel Stride","92","Central Devon","Conservative","1429","3161","2293","http://sexymp.co.uk/mp/567.jpg","E14000623","65749","Central Devon","England","747700","362900","384800","8102","3763","4339","34","25","53","10.8","470.8","550.6","403.3","4.5","3.3","7","covered_by","E10000008"
"Julian Sturdy","93","York Outer","Conservative","1423","3259","2343","http://sexymp.co.uk/mp/572.jpg","E14001062","66037","York Outer","England","197800","96300","101500","1794","894","900","8","5","13","9.1","526.5","650.8","429","3.9","2.4","6.2","covered_by","E06000014"
"Zac Goldsmith","94","Richmond Park","Conservative","1335","4062","2492","http://sexymp.co.uk/mp/232.jpg","E14000896","65598","Richmond Park","England","173950","84900","89100","1091","514.5","576.5","9.5","8.5","12","6.25","432.6","525.8","358.4","3.6","3.3","4.6","overlapped_by (calculated average)","E09000021,E09000027"
"Chris Huhne","95","Eastleigh","Liberal Democrat","1549","3083","2691","http://sexymp.co.uk/mp/305.jpg","E14000685","65881","Eastleigh","England","125900","61700","64200","911","448","463","5","3","11","7.2","414.2","500.5","348","3.2","1.9","7.1","covered_by","E07000086"
"Alan Keen","96","Feltham and Heston","Labour Co-operative","1679","2990","3077","http://sexymp.co.uk/mp/336.jpg","E14000701","65655","Feltham and Heston","England","254900","128100","126800","1403","696","707","20","14","38","5.5","513","600.5","443.6","4.4","3.1","8.3","covered_by","E09000018"
"David Lidington","97","Aylesbury","Conservative","1535","2958","2533","http://sexymp.co.uk/mp/366.jpg","E14000538","65739","Aylesbury","England","506600","249000","257600","3793","1863","1930","20","16","58","7.5","447.5","536","374.1","3.3","2.6","9.4","covered_by","E10000002"
"Julian Brazier","98","Canterbury","Conservative","1526","3011","2548","http://sexymp.co.uk/mp/68.jpg","E14000619","65878","Canterbury","England","150600","72600","78000","1481","693","788","5","4","8","9.8","490.3","591.9","410.2","3.4","2.7","5.4","covered_by","E07000106"
"Kevin Brennan","99","Cardiff West","Labour","1527","3226","2729","http://sexymp.co.uk/mp/69.jpg","W07000079","66114","Cardiff West","Wales","236050","115800","120250","1856.5","913","943.5","12","10.5","22","8.149999999999999","514.95","628.5999999999999","430.54999999999995","3.25","2.95","6.699999999999999","overlapped_by (calculated average)","W06000014,W06000015"
"Stephen Crabb","100","Preseli Pembrokeshire","Conservative","1470","3233","2518","http://sexymp.co.uk/mp/128.jpg","W07000065","66102","Preseli Pembrokeshire","Wales","122600","60000","62700","1303","646","657","4","0","0","10.6","522.6","616.5","447.1","3.1","0","0","covered_by","W06000009"
"Robert Flello","101","Stoke-on-Trent South","Labour","1559","3072","2727","http://sexymp.co.uk/mp/203.jpg","E14000974","65770","Stoke-on-Trent South","England","248700","123900","124800","2311","1135","1176","32","25","36","9.3","633.4","730.6","550.4","8.4","6.6","9.4","covered_by","E06000021"
"Jim Murphy","102","East Renfrewshire","Labour","1551","3223","2839","http://sexymp.co.uk/mp/446.jpg","S14000021","14418","East Renfrewshire","Scotland","89900","43100","46800","825","379","446","1","0","6","9.2","515.2","624.4","434","0","0","7.4","covered_by","S12000011"
"David Burrowes","103","Enfield, Southgate","Conservative","1428","3269","2391","http://sexymp.co.uk/mp/89.jpg","E14000692","65567","Enfield, Southgate","England","313900","151500","162400","1846","921","925","21","10","41","5.9","455.5","568.5","370.2","4.3","2","8.3","covered_by","E09000010"
"Jeffrey Donaldson","104","Lagan Valley","Democratic Unionist","1723","2760","3011","http://sexymp.co.uk/mp/161.jpg","N06000009","66132","Lagan Valley","Northern Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","no match (no polygons)",""
"Francis Maude","105","Horsham","Conservative","1553","2915","2577","http://sexymp.co.uk/mp/389.jpg","E14000753","65717","Horsham","England","808900","391700","417200","8388","3832","4556","35","23","63","10.4","473.4","551.6","411.2","3.8","2.5","6.8","covered_by","E10000032"
"Jacob Rees-Mogg","106","North East Somerset","Conservative","1546","3152","2762","http://sexymp.co.uk/mp/498.jpg","E14000846","65619","North East Somerset","England","175500","85900","89600","1560","761","799","4","3","15","8.9","468.3","576.2","379.6","2.2","1.6","8.2","covered_by","E06000022"
"Stephen Twigg","107","Liverpool, West Derby","Labour Co-operative","1515","3181","2666","http://sexymp.co.uk/mp/594.jpg","E14000796","65766","Liverpool, West Derby","England","465700","230400","235200","4232","2035","2197","25","19","41","9.1","674.9","787.3","573.2","4.3","3.2","6.9","covered_by","E08000012"
"Chris Evans","108","Islwyn","Labour Co-operative","1349","4419","2821","http://sexymp.co.uk/mp/190.jpg","W07000077","66097","Islwyn","Wales","178800","87600","91100","1672","822","850","7","4","16","9.4","603.2","721.9","505.1","3.3","1.9","7.6","covered_by","W06000018"
"Michael Fallon","109","Sevenoaks","Conservative","1525","2959","2524","http://sexymp.co.uk/mp/196.jpg","E14000918","65698","Sevenoaks","England","115400","56000","59400","997","467","530","6","4","8","8.6","446.7","524.8","381.1","4.5","3","5.9","covered_by","E07000111"
"Liam Fox","110","North Somerset","Conservative","1467","3350","2622","http://sexymp.co.uk/mp/208.jpg","E14000850","65817","North Somerset","England","203100","98700","104400","2214","1013","1201","12","9","12","10.9","512.8","595.8","442.5","5.1","3.9","5.1","covered_by","E06000024"
"Kris Hopkins","111","Keighley","Conservative","1590","2922","2722","http://sexymp.co.uk/mp/297.jpg","E14000766","65871","Keighley","England","523100","257399","265700","4222","2026","2196","56","37","86","8.1","597.5","704.7","513.1","6.7","4.5","10.3","covered_by","E08000032"
"Nick Hurd","112","Ruislip, Northwood and Pinner","Conservative","1376","3532","2376","http://sexymp.co.uk/mp/310.jpg","E14000906","65681","Ruislip, Northwood and Pinner","England","258000","127850","130150","1597","788.5","808.5","15.5","9.5","26.5","6.2","446.35","527.1","377.85","4.1","2.5","6.699999999999999","overlapped_by (calculated average)","E09000015,E09000017"
"John Leech","113","Manchester, Withington","Liberal Democrat","1526","3161","2699","http://sexymp.co.uk/mp/356.jpg","E14000809","65819","Manchester, Withington","England","502900","253100","249800","3487","1809","1678","47","34","80","6.9","736.9","902.4","599.1","5.8","4.2","9.8","covered_by","E08000003"
"Nigel Adams","114","Selby and Ainsty","Conservative","1572","2903","2645","http://sexymp.co.uk/mp/4.jpg","E14000917","65842","Selby and Ainsty","England","601200","296400","304800","6049","2844","3205","19","14","35","10.1","495","579.3","425.4","3.1","2.3","5.8","covered_by","E10000023"
"Mark Simmonds","115","Boston and Skegness","Conservative","1416","3213","2317","http://sexymp.co.uk/mp/539.jpg","E14000582","65969","Boston and Skegness","England","714800","348300","366500","7512","3747","3765","26","15","42","10.5","531.4","631.4","447.5","3.3","1.9","5.3","covered_by","E10000019"
"Andrew Stephenson","116","Pendle","Conservative","1453","3061","2344","http://sexymp.co.uk/mp/560.jpg","E14000875","65668","Pendle","England","89600","44100","45500","812","401","411","11","6","14","9.1","598.2","692.6","517.3","8.4","4.6","10.7","covered_by","E07000122"
"Steve Brine","117","Winchester","Conservative","1349","3685","2353","http://sexymp.co.uk/mp/71.jpg","E14001041","65921","Winchester","England","1322100","647500","674600","11397","5389","6008","50","30","81","8.6","454.5","524.8","396.7","3.3","2","5.3","covered_by","E10000014"
"Alan Campbell","118","Tynemouth","Labour","1625","2875","2801","http://sexymp.co.uk/mp/98.jpg","E14001006","65868","Tynemouth","England","201200","97100","104100","2014","960","1054","6","6","18","10","576.2","693.9","490.1","2.5","2.5","7.4","covered_by","E08000022"
"Frank Field","119","Birkenhead","Labour","1527","2979","2556","http://sexymp.co.uk/mp/200.jpg","E14000559","65581","Birkenhead","England","319800","153800","166000","3370","1589","1781","17","15","34","10.5","567.6","683.7","467.3","4.5","3.9","8.9","covered_by","E08000015"
"Bernard Jenkin","120","Harwich and North Essex","Conservative","1419","3308","2402","http://sexymp.co.uk/mp/319.jpg","E14000734","65674","Harwich and North Essex","England","1396600","681800","714800","12864","6082","6782","64","46","113","9.2","499","580.6","430.9","3.9","2.8","6.9","covered_by","E10000012"
"Graham Jones","121","Hyndburn","Labour","1446","3448","2615","http://sexymp.co.uk/mp/326.jpg","E14000758","65899","Hyndburn","England","1171600","575400","596100","11676","5661","6015","74","48","116","10","579.4","683.7","490.2","5.4","3.5","8.4","covered_by","E10000017"
"Brandon Lewis","122","Great Yarmouth","Conservative","1456","3123","2411","http://sexymp.co.uk/mp/362.jpg","E14000717","65627","Great Yarmouth","England","97400","47900","49600","1120","548","572","6","5","11","11.5","590.2","701","500.5","5.4","4.5","9.9","covered_by","E07000145"
"Aiden Burley","123","Cannock Chase","Conservative","1349","3523","2262","http://sexymp.co.uk/mp/85.jpg","E14000618","65790","Cannock Chase","England","97600","48200","49400","780","394","386","7","5","9","8","534.4","649.2","437.9","6.2","4.4","7.9","covered_by","E07000192"
"Ben Gummer","124","Ipswich","Conservative","1417","3463","2516","http://sexymp.co.uk/mp/248.jpg","E14000761","65925","Ipswich","England","133700","66600","67100","1086","505","581","13","8","14","8.1","506.5","586.7","438.6","6.6","4","7","covered_by","E07000202"
"Robert Halfon","125","Harlow","Conservative","1387","3633","2507","http://sexymp.co.uk/mp/253.jpg","E14000729","65875","Harlow","England","1396600","681800","714800","12864","6082","6782","64","46","113","9.2","499","580.6","430.9","3.9","2.8","6.9","covered_by","E10000012"
"Oliver Heald","126","North East Hertfordshire","Conservative","1476","3046","2429","http://sexymp.co.uk/mp/273.jpg","E14000845","65840","North East Hertfordshire","England","1119800","549000","570800","8708","4199","4509","53","44","107","7.8","474.1","564.5","401","3.5","2.9","7.1","covered_by","E10000015"
"David Davies","127","Monmouth","Conservative","1453","3153","2431","http://sexymp.co.uk/mp/146.jpg","W07000054","66084","Monmouth","Wales","91350","44700","46650","896.5","445.5","451","5.5","4","9","9.8","529.25","643.4000000000001","433.45000000000005","5.75","2.75","9.25","overlapped_by (calculated average)","W06000020,W06000021"
"David Hamilton","128","Midlothian","Labour","1580","3047","2827","http://sexymp.co.uk/mp/255.jpg","S14000045","14441","Midlothian","Scotland","82400","39300","43000","782","375","407","6","3","7","9.5","601.2","704.4","509.3","6.1","3.1","7.1","covered_by","S12000019"
"David Nuttal","129","Bury North","Conservative","1481","3083","2482","http://sexymp.co.uk/mp/458.jpg","E14000611","66015","Bury North","England","185400","90700","94700","1693","801","892","14","8","23","9.1","592.9","685","511.7","5.5","3.1","9","covered_by","E08000002"
"Peter Bone","130","Wellingborough","Conservative","1556","2979","2676","http://sexymp.co.uk/mp/61.jpg","E14001025","65830","Wellingborough","England","694000","342300","351600","5720","2797","2923","46","33","82","8.2","540.8","631.6","460.4","5","3.6","8.8","covered_by","E10000021"
"Douglas Carswell","131","Clacton","Conservative","1509","3143","2646","http://sexymp.co.uk/mp/104.jpg","E14000642","66030","Clacton","England","138100","66100","72000","2109","1007","1102","7","5","7","15.3","598.7","717.5","496","5","3.6","5","covered_by","E07000076"
"Mark Francois","132","Rayleigh and Wickford","Conservative","1444","3077","2347","http://sexymp.co.uk/mp/210.jpg","E14000888","65795","Rayleigh and Wickford","England","1396600","681800","714800","12864","6082","6782","64","46","113","9.2","499","580.6","430.9","3.9","2.8","6.9","covered_by","E10000012"
"Crispin Blunt","133","Reigate","Conservative","1463","3177","2501","http://sexymp.co.uk/mp/59.jpg","E14000893","66005","Reigate","England","138400","67700","70700","1237","539","698","3","2","10","8.9","470.5","542.8","402.7","1.6","0","5.3","covered_by","E07000211"
"Charlie Elphicke","134","Dover","Conservative","1370","3398","2293","http://sexymp.co.uk/mp/186.jpg","E14000670","65555","Dover","England","111700","54800","56900","1231","582","649","5","2","6","11","559.4","655.5","472.9","4.3","0","5.1","covered_by","E07000108"
"Simon Hart","135","Carmarthen West and South Pembrokeshire","Conservative","1390","3198","2238","http://sexymp.co.uk/mp/268.jpg","W07000066","66109","Carmarthen West and South Pembrokeshire","Wales","122600","60000","62700","1303","646","657","4","0","0","10.6","522.6","616.5","447.1","3.1","0","0","covered_by","W06000009"
"Hugh Bayley","136","York Central","Labour","1588","2999","2823","http://sexymp.co.uk/mp/34.jpg","E14001061","65965","York Central","England","197800","96300","101500","1794","894","900","8","5","13","9.1","526.5","650.8","429","3.9","2.4","6.2","covered_by","E06000014"
"Anas Sarwar","137","Glasgow Central","Labour","1484","3504","2856","http://sexymp.co.uk/mp/526.jpg","S14000029","14425","Glasgow Central","Scotland","598800","290600","308300","6403","3201","3202","45","33","71","10.7","840.5","1080.6","661.7","5.9","4.3","9.2","covered_by","S12000046"
"Greg Clark","138","Tunbridge Wells","Conservative","1437","3178","2415","http://sexymp.co.uk/mp/111.jpg","E14001004","65660","Tunbridge Wells","England","115200","56600","58700","899","438","461","2","1","6","7.8","428.8","540.4","338.7","0","0","4.4","covered_by","E07000116"
"Andrew Griffiths","139","Burton","Conservative","1390","3244","2277","http://sexymp.co.uk/mp/247.jpg","E14000610","65708","Burton","England","113900","56600","57300","998","461","537","10","8","12","8.8","543.4","613.5","476.1","6.7","5.4","8","covered_by","E07000193"
"Daniel Poulter","140","Central Suffolk and North Ipswich","Conservative","1432","3177","2390","http://sexymp.co.uk/mp/485.jpg","E14000624","65748","Central Suffolk and North Ipswich","England","730100","360900","369200","6880","3337","3543","35","21","54","9.4","465.2","547.2","395.1","4.2","2.5","6.4","covered_by","E10000029"
"Charles Walker","141","Broxbourne","Conservative","1395","3633","2572","http://sexymp.co.uk/mp/604.jpg","E14000606","65639","Broxbourne","England","1119800","549000","570800","8708","4199","4509","53","44","107","7.8","474.1","564.5","401","3.5","2.9","7.1","covered_by","E10000015"
"Michael Elliss","142","Northampton North","Conservative","1444","3110","2393","http://sexymp.co.uk/mp/182.jpg","E14000861","66059","Northampton North","England","212500","104500","108000","1714","813","901","23","17","31","8.1","593.2","679.3","516.6","7","5.1","9.3","covered_by","E07000154"
"Eric Joyce","143","Falkirk","Labour","1536","3032","2677","http://sexymp.co.uk/mp/332.jpg","S14000028","14424","Falkirk","Scotland","154400","74900","79500","1548","771","777","7","5","13","10","660.3","792.8","558.3","4","2.8","7.4","covered_by","S12000014"
"Gavin Shuker","144","Luton South","Labour Co-operative","1540","3108","2758","http://sexymp.co.uk/mp/538.jpg","E14000801","66080","Luton South","England","229600","114550","115100","1565.5","795.5","770","14.5","9.5","20","6.75","512.2","601.5999999999999","431.5","4.2","2.75","5.800000000000001","overlapped_by (calculated average)","E06000056,E06000032"
"Russell Brown","145","Dumfries and Galloway","Labour","1536","3068","2708","http://sexymp.co.uk/mp/77.jpg","S14000013","14410","Dumfries and Galloway","Scotland","148100","71700","76400","1707","800","907","3","2","2","11.5","569.3","649.5","503.3","2.1","0","0","covered_by","S12000006"
"Andy Burnham","146","Leigh","Labour","1488","3376","2779","http://sexymp.co.uk/mp/86.jpg","E14000785","65978","Leigh","England","318100","158100","160100","2915","1388","1527","13","8","30","9.2","624","705.2","551.9","3.3","2","7.5","covered_by","E08000010"
"Kelvin Hopkins","147","Luton North","Labour","1759","2741","3176","http://sexymp.co.uk/mp/296.jpg","E14000800","65887","Luton North","England","203600","102300","101300","1309","663","646","17","10","21","6.4","558.4","650.9","472.8","4.8","2.8","5.9","covered_by","E06000032"
"Hilary Benn","148","Leeds Central","Labour","1488","3203","2645","http://sexymp.co.uk/mp/41.jpg","E14000777","65765","Leeds Central","England","750700","368000","382700","6362","3065","3297","43","33","98","8.5","578.9","682.4","493.6","4.2","3.3","9.6","covered_by","E08000035"
"Mike Wood","149","Batley and Spen","Labour","1539","3004","2666","http://sexymp.co.uk/mp/640.jpg","E14000548","65751","Batley and Spen","England","423000","208900","214100","3609","1750","1859","37","28","49","8.5","576.8","688.4","484","6.4","4.8","8.4","covered_by","E08000034"
"Ben Walker","150","Wyre and Preston North","Conservative","1442","3142","2424","http://sexymp.co.uk/mp/606.jpg","E14001057","65695","Wyre and Preston North","England","1171600","575400","596100","11676","5661","6015","74","48","116","10","579.4","683.7","490.2","5.4","3.5","8.4","covered_by","E10000017"
