sep=,
"name","ranking","constituency","party","score","won","lost","image","area_gss_code","area_id","area_mapit_name","country"
"Denis MackShane","558","Rotherham","Labour","1468","2176","3828","http://sexymp.co.uk/mp/382.jpg","E14000904","66029","Rotherham","England"
"Norman Lamb","559","North Norfolk","Liberal Democrat","1388","2097","3389","http://sexymp.co.uk/mp/345.jpg","E14000848","65872","North Norfolk","England"
"Jim Dobbin","560","Heywood and Middleton","Labour Co-operative","1477","2031","3678","http://sexymp.co.uk/mp/156.jpg","E14000747","65814","Heywood and Middleton","England"
"Nigel Mills","561","Amber Valley","Conservative","1448","1934","3403","http://sexymp.co.uk/mp/424.jpg","E14000533","65809","Amber Valley","England"
"Shailesh Vara","562","North West Cambridgeshire","Conservative","1493","1847","3438","http://sexymp.co.uk/mp/599.jpg","E14000855","65565","North West Cambridgeshire","England"
"Ian Mearns","563","Gateshead","Labour","1505","1915","3622","http://sexymp.co.uk/mp/415.jpg","E14000709","65870","Gateshead","England"
"Malcom Rifkind","564","Kensington","Conservative","1412","1912","3279","http://sexymp.co.uk/mp/504.jpg","E14000768","65939","Kensington","England"
"George Howarth","565","Knowsley","Labour","1456","2305","4204","http://sexymp.co.uk/mp/300.jpg","E14000775","65869","Knowsley","England"
"Keith Vaz","566","Leicester East","Labour","1365","2443","4016","http://sexymp.co.uk/mp/600.jpg","E14000782","65807","Leicester East","England"
"Chris Ruane","567","Vale of Clwyd","Labour","1428","2014","3590","http://sexymp.co.uk/mp/518.jpg","W07000060","66116","Vale of Clwyd","Wales"
"Stephen Pound","568","Ealing North","Labour","1434","2066","3726","http://sexymp.co.uk/mp/486.jpg","E14000675","65701","Ealing North","England"
"Brian Binley","569","Northampton South","Conservative","1398","1992","3459","http://sexymp.co.uk/mp/50.jpg","E14000862","65910","Northampton South","England"
"Frank Roy","570","Motherwell and Wishaw","Labour","1389","2106","3615","http://sexymp.co.uk/mp/516.jpg","S14000047","14443","Motherwell and Wishaw","Scotland"
"Richard Ottaway","571","Croydon South","Conservative","1533","1791","3592","http://sexymp.co.uk/mp/467.jpg","E14000656","65923","Croydon South","England"
"Mark Lazarowicz","572","Edinburgh North and Leith","Labour Co-operative","1524","1929","3846","http://sexymp.co.uk/mp/352.jpg","S14000023","14420","Edinburgh North and Leith","Scotland"
"Helen Goodman","573","Bishop Auckland","Labour","1373","19950","33972","http://sexymp.co.uk/mp/233.jpg","E14000569","65820","Bishop Auckland","England"
"Alan Meale","574","Mansfield","Labour","1492","1892","3664","http://sexymp.co.uk/mp/414.jpg","E14000810","65647","Mansfield","England"
"Conor Murphy","575","Newry and Armagh","Sinn Fein","1514","1944","3854","http://sexymp.co.uk/mp/445.jpg","N06000011","66134","Newry and Armagh","Northern Ireland"
"Michael Meacher","576","Oldham West and Royton","Labour","1436","2069","3795","http://sexymp.co.uk/mp/413.jpg","E14000871","66022","Oldham West and Royton","England"
"David Tredinnick","577","Bosworth","Conservative","1359","2005","3369","http://sexymp.co.uk/mp/588.jpg","E14000583","66071","Bosworth","England"
"Liam Byrne","578","Birmingham, Hodge Hill","Labour","1453","2080","3883","http://sexymp.co.uk/mp/94.jpg","E14000563","66072","Birmingham, Hodge Hill","England"
"Tony Cunningham","579","Workington","Labour","1437","2006","3693","http://sexymp.co.uk/mp/138.jpg","E14001053","65625","Workington","England"
"Jim Dowd","580","Lewisham West and Penge","Labour","1411","1985","3560","http://sexymp.co.uk/mp/166.jpg","E14000788","65616","Lewisham West and Penge","England"
"Julie Hilling","581","Bolton West","Labour","1380","19699","34165","http://sexymp.co.uk/mp/286.jpg","E14000580","65738","Bolton West","England"
"Stuart Bell","582","Middlesbrough","Labour","1488","1710","3359","http://sexymp.co.uk/mp/39.jpg","E14000819","65998","Middlesbrough","England"
"Patrick Mercer","583","Newark","Conservative","1410","1926","3486","http://sexymp.co.uk/mp/417.jpg","E14000829","65696","Newark","England"
"Alan Whitehead","584","Southampton, Test","Labour","1508","1886","3776","http://sexymp.co.uk/mp/620.jpg","E14000956","65580","Southampton, Test","England"
"Vernon Coaker","585","Gedling","Labour","1312","2205","3583","http://sexymp.co.uk/mp/118.jpg","E14000710","65551","Gedling","England"
"Stephem Hammond","586","Wimbledon","Conservative","1374","1942","3391","http://sexymp.co.uk/mp/258.jpg","E14001040","65827","Wimbledon","England"
"John Stanley","587","Tonbridge and Malling","Conservative","1413","1980","3610","http://sexymp.co.uk/mp/559.jpg","E14000997","65744","Tonbridge and Malling","England"
"Alistair Burt","588","North East Bedfordshire","Conservative","1428","1928","3573","http://sexymp.co.uk/mp/91.jpg","E14000841","65855","North East Bedfordshire","England"
"Wayne David","589","Caerphilly","Labour","1455","1983","3795","http://sexymp.co.uk/mp/144.jpg","W07000076","66106","Caerphilly","Wales"
"William Cash","590","Stone","Conservative","1374","1980","3520","http://sexymp.co.uk/mp/105.jpg","E14000975","65950","Stone","England"
"David Heyes","591","Ashton-under-Lyne","Labour","1502","1875","3809","http://sexymp.co.uk/mp/284.jpg","E14000537","66056","Ashton-under-Lyne","England"
"Bob Blackman","592","Harrow East","Conservative","1532","2494","5220","http://sexymp.co.uk/mp/52.jpg","E14000731","65650","Harrow East","England"
"Gordon Henderson","593","Sittingbourne and Sheppey","Conservative","1375","1861","3314","http://sexymp.co.uk/mp/278.jpg","E14000927","65610","Sittingbourne and Sheppey","England"
"Martin McGuinness","594","Mid Ulster","Sinn Fein","1327","2136","3604","http://sexymp.co.uk/mp/405.jpg","N06000010","66133","Mid Ulster","Northern Ireland"
"Anne McGuire","595","Stirling","Labour","1363","19754","34938","http://sexymp.co.uk/mp/406.jpg","S14000057","14454","Stirling","Scotland"
"Steve Webb","596","Thornbury and Yate","Liberal Democrat","1366","2063","3694","http://sexymp.co.uk/mp/614.jpg","E14000994","65905","Thornbury and Yate","England"
"Margaret Beckett","597","Derby South","Labour","1449","18989","37664","http://sexymp.co.uk/mp/36.jpg","E14000663","65863","Derby South","England"
"Richard Bacon","598","South Norfolk","Conservative","1339","1949","3446","http://sexymp.co.uk/mp/19.jpg","E14000941","65666","South Norfolk","England"
"Vince Cable","599","Twickenham","Liberal Democrat","1309","2338","3991","http://sexymp.co.uk/mp/95.jpg","E14001005","65782","Twickenham","England"
"Nick Harvey","600","North Devon","Liberal Democrat","1412","1871","3605","http://sexymp.co.uk/mp/269.jpg","E14000838","65658","North Devon","England"
"Gordon Birtwistle","601","Burnley","Liberal Democrat","1458","1841","3728","http://sexymp.co.uk/mp/51.jpg","E14000609","65846","Burnley","England"
"Alan Beith","602","Berwick-upon-Tweed","Liberal Democrat","1486","1837","3833","http://sexymp.co.uk/mp/38.jpg","E14000554","65726","Berwick-upon-Tweed","England"
"Bob Russell","603","Colchester","Liberal Democrat","1445","1880","3799","http://sexymp.co.uk/mp/522.jpg","E14000644","65926","Colchester","England"
"Roger Godsiff","604","Birmingham, Hall Green","Labour","1404","1988","3880","http://sexymp.co.uk/mp/230.jpg","E14000562","65597","Birmingham, Hall Green","England"
"Glanda Jackson","605","Hampstead and Kilburn","Labour","1428","18441","36836","http://sexymp.co.uk/mp/312.jpg","E14000727","65576","Hampstead and Kilburn","England"
"Andrew Miller","606","Ellesmere Port and Neston","Labour","1419","1999","3961","http://sexymp.co.uk/mp/422.jpg","E14000688","65991","Ellesmere Port and Neston","England"
"Virendra Sharma","607","Ealing, Southall","Labour","1353","2045","3772","http://sexymp.co.uk/mp/533.jpg","E14000676","65794","Ealing, Southall","England"
"Hywel Francis","608","Aberavon","Labour","1434","1948","3927","http://sexymp.co.uk/mp/209.jpg","W07000049","66101","Aberavon","Wales"
"Ian Lucas","609","Wrexham","Labour","1327","2002","3601","http://sexymp.co.uk/mp/377.jpg","W07000044","66113","Wrexham","Wales"
"Jim Shannon","610","Strangford","Democratic Unionist","1451","1917","3956","http://sexymp.co.uk/mp/530.jpg","N06000016","66139","Strangford","Northern Ireland"
"Sandra Osborne","611","Ayr, Carrick and Cumnock","Labour","1413","18864","37536","http://sexymp.co.uk/mp/466.jpg","S14000006","14403","Ayr, Carrick and Cumnock","Scotland"
"Jack Dromey","612","Birmingham, Erdington","Labour","1304","2244","4020","http://sexymp.co.uk/mp/170.jpg","E14000561","65667","Birmingham, Erdington","England"
"Grahame Morris","613","Easington","Labour","1436","1819","3779","http://sexymp.co.uk/mp/436.jpg","E14000677","65823","Easington","England"
"Robert Smith","614","West Aberdeenshire and Kincardine","Liberal Democrat","1387","1869","3688","http://sexymp.co.uk/mp/553.jpg","S14000058","14455","West Aberdeenshire and Kincardine","Scotland"
"Tom Watson","615","West Bromwich East","Labour","1395","2050","4106","http://sexymp.co.uk/mp/611.jpg","E14001029","65983","West Bromwich East","England"
"Anne Begg","616","Aberdeen South","Labour","1380","18734","37041","http://sexymp.co.uk/mp/37.jpg","S14000002","14399","Aberdeen South","Scotland"
"Sammy Wilson","617","East Antrim","Democratic Unionist","1354","1953","3748","http://sexymp.co.uk/mp/635.jpg","N06000005","66128","East Antrim","Northern Ireland"
"Julian Huppart","618","Cambridge","Liberal Democrat","1479","1769","3887","http://sexymp.co.uk/mp/309.jpg","E14000617","65927","Cambridge","England"
"Fiona MacTaggart","619","Slough","Labour","1389","18701","37422","http://sexymp.co.uk/mp/383.jpg","E14000930","65680","Slough","England"
"Menzies Campbell","620","North East Fife","Liberal Democrat","1260","2234","3867","http://sexymp.co.uk/mp/100.jpg","S14000049","14446","North East Fife","Scotland"
"Ian Swales","621","Redcar","Liberal Democrat","1253","2047","3519","http://sexymp.co.uk/mp/574.jpg","E14000891","66032","Redcar","England"
"David Willetts","622","Havant","Conservative","1417","1770","3671","http://sexymp.co.uk/mp/625.jpg","E14000736","65699","Havant","England"
"John Robertson","623","Glasgow North West","Labour","1402","1974","4040","http://sexymp.co.uk/mp/510.jpg","S14000033","14429","Glasgow North West","Scotland"
"George Young","624","North West Hampshire","Conservative","1346","1927","3707","http://sexymp.co.uk/mp/648.jpg","E14000857","65894","North West Hampshire","England"
"Rosie Cooper","625","West Lancashire","Labour","1332","18925","36276","http://sexymp.co.uk/mp/124.jpg","E14001033","65873","West Lancashire","England"
"Keith Simpson","626","Broadland","Conservative","1339","1830","3542","http://sexymp.co.uk/mp/541.jpg","E14000603","65852","Broadland","England"
"Mike Gapes","627","Ilford South","Labour Co-operative","1438","1837","3999","http://sexymp.co.uk/mp/216.jpg","E14000760","65585","Ilford South","England"
"Oliver Letwin","628","West Dorset","Conservative","1352","1804","3586","http://sexymp.co.uk/mp/361.jpg","E14001031","65716","West Dorset","England"
"David Winnick","629","Walsall North","Labour","1451","1871","4129","http://sexymp.co.uk/mp/636.jpg","E14001011","65890","Walsall North","England"
"Paul Burstow","630","Sutton and Cheam","Liberal Democrat","1319","1841","3584","http://sexymp.co.uk/mp/90.jpg","E14000984","66040","Sutton and Cheam","England"
"John Pugh","631","Southport","Liberal Democrat","1382","1829","3879","http://sexymp.co.uk/mp/490.jpg","E14000958","65728","Southport","England"
"Annette Brooke","632","Mid Dorset and North Poole","Liberal Democrat","1366","17587","37647","http://sexymp.co.uk/mp/73.jpg","E14000815","66061","Mid Dorset and North Poole","England"
"Don Foster","633","Bath","Liberal Democrat","1465","1656","3931","http://sexymp.co.uk/mp/206.jpg","E14000547","65798","Bath","England"
"James Arbuthnot","634","North East Hampshire","Conservative","1348","1805","3811","http://sexymp.co.uk/mp/16.jpg","E14000844","65729","North East Hampshire","England"
"Alan Reid","635","Argyll and Bute","Liberal Democrat","1386","1806","3973","http://sexymp.co.uk/mp/501.jpg","S14000005","14402","Argyll and Bute","Scotland"
"Andrew Stunel","636","Hazel Grove","Liberal Democrat","1312","1842","3833","http://sexymp.co.uk/mp/571.jpg","E14000738","65557","Hazel Grove","England"
"Hywell Williams","637","Arfon","Plaid Cymru","1335","1837","3925","http://sexymp.co.uk/mp/626.jpg","W07000057","66108","Arfon","Wales"
"Alun Michael","638","Cardiff South and Penarth","Labour Co-operative","1397","1792","4135","http://sexymp.co.uk/mp/419.jpg","W07000080","66119","Cardiff South and Penarth","Wales"
"Pat Doherty","639","West Tyrone","Sinn Fein","1446","1699","4205","http://sexymp.co.uk/mp/160.jpg","N06000018","66141","West Tyrone","Northern Ireland"
"Michael Connarty","640","Linlithgow and East Falkirk","Conservative","1300","1867","3984","http://sexymp.co.uk/mp/123.jpg","S14000043","14439","Linlithgow and East Falkirk","Scotland"
"Lindsay Roy","641","Glenrothes","Labour","1420","1749","4231","http://sexymp.co.uk/mp/517.jpg","S14000036","14432","Glenrothes","Scotland"
"Norman Baker","642","Lewes","Liberal Democrat","1359","1733","3978","http://sexymp.co.uk/mp/23.jpg","E14000786","66020","Lewes","England"
"Sheila Gilmore","643","Edinburgh East","Labour","1322","17469","38962","http://sexymp.co.uk/mp/226.jpg","S14000022","14419","Edinburgh East","Scotland"
"John Healey","644","Wentworth and Dearne","Labour","1309","1853","4088","http://sexymp.co.uk/mp/274.jpg","E14001028","65588","Wentworth and Dearne","England"
"Roger Williams","645","Brecon and Radnorshire","Liberal Democrat","1316","1707","4003","http://sexymp.co.uk/mp/628.jpg","W07000068","66088","Brecon and Radnorshire","Wales"
"Angus Robertson","646","Moray","Scottish National Party","1288","1729","3992","http://sexymp.co.uk/mp/508.jpg","S14000046","14442","Moray","Scotland"
"Ronnie Campbell","647","Blyth Valley","Labour","1308","1729","4285","http://sexymp.co.uk/mp/101.jpg","E14000575","65753","Blyth Valley","England"
"Steve McCabe","648","Birmingham, Selly Oak","Labour","1601","3089","15081","http://sexymp.co.uk/mp/392.jpg","E14000567","65804","Birmingham, Selly Oak","England"
