sep=,
"name","ranking","constituency","party","score","won","lost","image","area_gss_code","area_id","area_mapit_name","country","life_exp_birth_male_years","life_exp_birth_male_rank","life_exp_birth_female_years","life_exp_birth_female_rank","life_exp_65_male_years","life_exp_65_male_rank","life_exp_65_female_years","life_exp_65_female_rank","match_type","matched_by"
"Andrew Robathan","356","South Leicestershire","Conservative","1529","2568","2860","http://sexymp.co.uk/mp/507.jpg","E14000940","66034","South Leicestershire","England","80.5","89","84.69999999999999","38.5","19.5","73.5","22.35","40","overlapped_by (calculated average)","E07000129,E07000131"
"Roberta Blackman-Woods","357","City of Durham","Labour","1441","29592","29504","http://sexymp.co.uk/mp/53.jpg","E14000641","66021","City of Durham","England","77.9","280","81.5","306","17.7","289","19.9","318","covered_by","E06000047"
"James Brokenshire","358","Old Bexley and Sidcup","Conservative","1536","2634","2975","http://sexymp.co.uk/mp/72.jpg","E14000869","65653","Old Bexley and Sidcup","England","80.3","110","84.4","75","19","140","21.8","94","covered_by","E09000004"
"Mike Weatherley","359","Hove","Conservative","1564","2555","3002","http://sexymp.co.uk/mp/613.jpg","E14000755","65691","Hove","England","78.7","235","83","194","18.3","218","21.3","168","covered_by","E06000043"
"Glyn Davies","360","Montgomeryshire","Conservative","1551","2575","2988","http://sexymp.co.uk/mp/148.jpg","W07000063","66111","Montgomeryshire","Wales","80","138","83.5","139","19.1","128","21.8","102","covered_by","W06000023"
"James Paice","361","South East Cambridgeshire","Conservative","1538","2684","3075","http://sexymp.co.uk/mp/469.jpg","E14000937","65997","South East Cambridgeshire","England","82.15","14","85.6","10.5","20.2","16.5","23.05","12.5","overlapped_by (calculated average)","E07000009,E07000012"
"Tom Blenkinsop","362","Middlesbrough South and East Cleveland","Labour","1493","2906","3160","http://sexymp.co.uk/mp/56.jpg","E14000820","65657","Middlesbrough South and East Cleveland","England","77.5","288","81.1","310.5","17.45","285.5","19.65","308","overlapped_by (calculated average)","E06000002,E06000003"
"Tracey Crouch","363","Chatham and Aylesford","Conservative","1329","33342","28862","http://sexymp.co.uk/mp/133.jpg","E14000626","66075","Chatham and Aylesford","England","79.55","164.5","83.30000000000001","172","18.4","207","21.2","170.5","overlapped_by (calculated average)","E06000035,E07000115"
"Kate Hoey","364","Vauxhall","Labour","1534","26234","30348","http://sexymp.co.uk/mp/291.jpg","E14001008","65825","Vauxhall","England","78.2","257","83","200","18","249","21.3","169","covered_by","E09000022"
"Ian Liddell-Grainger","365","Bridgwater and West Somerset","Conservative","1560","2521","3026","http://sexymp.co.uk/mp/365.jpg","E14000595","65620","Bridgwater and West Somerset","England","80.6","88","84.1","96","19.1","118","21.7","107","overlapped_by (calculated average)","E07000188"
"Steve Rotherham","366","Liverpool, Walton","Labour","1673","2324","3164","http://sexymp.co.uk/mp/515.jpg","E14000794","65970","Liverpool, Walton","England","76.1","341","80.2","341","16.6","343","19.2","341","covered_by","E08000012"
"Teresa Pearse","367","Erith and Thamesmead","Labour","1314","33760","28988","http://sexymp.co.uk/mp/475.jpg","E14000696","66023","Erith and Thamesmead","England","79.4","178.5","83.30000000000001","170.5","18.3","222","21.15","180.5","overlapped_by (calculated average)","E09000004,E09000011"
"Liz Kendall","368","Leicester West","Labour","1258","39270","30680","http://sexymp.co.uk/mp/338.jpg","E14000784","65587","Leicester West","England","77","326","81.8","293","17.3","320","20.3","292","covered_by","E06000016"
"Greg Knight","369","East Yorkshire","Conservative","1619","2368","3068","http://sexymp.co.uk/mp/342.jpg","E14000683","65979","East Yorkshire","England","79.6","168","82.9","210","18.7","186","20.8","244","covered_by","E06000011"
"Jenny Willot","370","Cardiff Central","Liberal Democrat","1290","31900","26469","http://sexymp.co.uk/mp/632.jpg","W07000050","66090","Cardiff Central","Wales","78.2","259","82.7","233","17.8","276","21","204","covered_by","W06000015"
"Lilian Greenwood","371","Nottingham South","Labour","1262","35630","28284","http://sexymp.co.uk/mp/244.jpg","E14000867","65945","Nottingham South","England","76.9","328","81.5","307","16.8","340","20.5","266","covered_by","E06000018"
"John Denham","372","Southampton, Itchen","Labour","1587","2505","3147","http://sexymp.co.uk/mp/153.jpg","E14000955","66016","Southampton, Itchen","England","78.5","242","82.7","225","18.3","227","21","200","covered_by","E06000045"
"Natascha Engel","373","North East Derbyshire","Labour","1293","30877","25963","http://sexymp.co.uk/mp/187.jpg","E14000843","65676","North East Derbyshire","England","78.7","226","82.65","231.5","18.200000000000003","227.5","20.700000000000003","249","overlapped_by (calculated average)","E07000034,E07000038"
"Kenneth Clarke","374","Rushcliffe","Conservative","1583","2663","3357","http://sexymp.co.uk/mp/113.jpg","E14000908","65736","Rushcliffe","England","80.9","59","84.4","70","19.4","89","22.1","61","covered_by","E07000176"
"Louise Bagshawe","375","Corby","Conservative","1256","39913","31745","http://sexymp.co.uk/mp/20.jpg","E14000648","65590","Corby","England","80","135","83.1","185","18.8","165","20.9","230","overlapped_by (calculated average)","E07000152"
"Meg Hillier","376","Hackney South and Shoreditch","Labour Co-operative","1337","30384","27633","http://sexymp.co.uk/mp/285.jpg","E14000721","65752","Hackney South and Shoreditch","England","77.7","294","82.8","223","18.1","244","21","212","covered_by","E09000012"
"Gemma Doyle","377","West Dunbartonshire","Labour Co-operative","1269","36513","29781","http://sexymp.co.uk/mp/167.jpg","S14000059","14456","West Dunbartonshire","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Julie Elliot","378","Sunderland Central","Labour","1284","31548","26538","http://sexymp.co.uk/mp/181.jpg","E14000982","65586","Sunderland Central","England","77","325","80.7","332","17.3","322","19.3","338","covered_by","E08000024"
"Luciana Berger","379","Liverpool, Wavertree","Labour Co-operative","1140","50575","32167","http://sexymp.co.uk/mp/46.jpg","E14000795","65644","Liverpool, Wavertree","England","76.1","341","80.2","341","16.6","343","19.2","341","covered_by","E08000012"
"Joan Ruddock","380","Lewisham, Deptford","Labour","1324","30236","27265","http://sexymp.co.uk/mp/520.jpg","E14000789","66041","Lewisham, Deptford","England","78.2","258","82.6","241","17.8","283","20.9","218","covered_by","E09000023"
"Caroline Flint","381","Don Valley","Labour","1157","46131","30614","http://sexymp.co.uk/mp/204.jpg","E14000667","65553","Don Valley","England","77.5","305","81.7","297","17.5","312","20.4","281","covered_by","E08000017"
"Gloria de Piero","382","Ashfield","Labour","1164","43505","29567","http://sexymp.co.uk/mp/152.jpg","E14000535","65895","Ashfield","England","78.8","218.5","82.65","216.5","17.85","262.5","20.45","263.5","overlapped_by (calculated average)","E07000170,E07000172"
"Rachel Reeves","383","Leeds West","Labour","1254","37891","30640","http://sexymp.co.uk/mp/500.jpg","E14000781","65988","Leeds West","England","78","272","82.1","272","17.7","292","20.3","291","covered_by","E08000035"
"Albert Owen","384","Ynys M!!n","Labour","1562","2488","3126","http://sexymp.co.uk/mp/468.jpg","W07000041","66115","Ynys Môn","Wales","78.5","245","83","204","18.2","236","21.4","158","covered_by","W06000001"
"Peter Aldous","385","Waveney","Conservative","1457","2771","3060","http://sexymp.co.uk/mp/7.jpg","E14001022","66004","Waveney","England","79.4","189","83.6","137","19","137","21.3","161","covered_by","E07000206"
"Michael Gove","386","Surrey Heath","Conservative","1462","2738","3099","http://sexymp.co.uk/mp/235.jpg","E14000983","65747","Surrey Heath","England","82.1","5","85.3","18","20.2","14","22.6","26","overlapped_by (calculated average)","E07000209"
"Kerry McCarthey","387","Bristol East","Labour","1257","33673","28000","http://sexymp.co.uk/mp/394.jpg","E14000599","65839","Bristol East","England","78.3","253","83","206","17.9","268","21.1","193","covered_by","E06000023"
"John Randall","388","Uxbridge and South Ruislip","Conservative","1668","2430","3482","http://sexymp.co.uk/mp/493.jpg","E14001007","65613","Uxbridge and South Ruislip","England","79.9","142","83.5","149","18.8","161","21.5","145","covered_by","E09000017"
"Sharon Hodgeson","389","Washington and Sunderland West","Labour","1386","29037","29830","http://sexymp.co.uk/mp/290.jpg","E14001020","66049","Washington and Sunderland West","England","77","325","80.7","332","17.3","322","19.3","338","covered_by","E08000024"
"Rosie Winterton","390","Doncaster Central","Labour","1323","29445","27532","http://sexymp.co.uk/mp/637.jpg","E14000668","65621","Doncaster Central","England","77.5","305","81.7","297","17.5","312","20.4","281","covered_by","E08000017"
"Katy Clark","391","North Ayrshire and Arran","Labour","1330","30676","29089","http://sexymp.co.uk/mp/112.jpg","S14000048","14445","North Ayrshire and Arran","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Catherin McKinnell","392","Newcastle upon Tyne North","Labour","1216","39307","30715","http://sexymp.co.uk/mp/409.jpg","E14000833","65664","Newcastle upon Tyne North","England","77.5","307","81.4","315","17.3","321","19.9","311","covered_by","E08000021"
"Anne McIntosh","393","Thirsk and Malton","Conservative","1510","24485","29751","http://sexymp.co.uk/mp/407.jpg","E14000993","65686","Thirsk and Malton","England","79.6","164","83.85","137.5","19.1","122","21.75","135.5","overlapped_by (calculated average)","E07000164,E07000168"
"Diana Johnson","394","Kingston upon Hull North","Labour","1318","29355","27452","http://sexymp.co.uk/mp/321.jpg","E14000772","65618","Kingston upon Hull North","England","76.6","335","80.5","339","16.8","337","19.4","331","covered_by","E06000010"
"Mark Pawsey","395","Rugby","Conservative","1591","2270","3036","http://sexymp.co.uk/mp/474.jpg","E14000905","65656","Rugby","England","79.2","191","83.15","183","18.450000000000003","203","21.1","193","overlapped_by (calculated average)","E07000219,E07000220"
"Lynne Featherstone","396","Hornsey and Wood Green","Liberal Democrat","1216","35755","28200","http://sexymp.co.uk/mp/199.jpg","E14000752","65883","Hornsey and Wood Green","England","79.4","185","83.8","120","19.2","116","21.9","79","covered_by","E09000014"
"Shabana Mahmood","397","Birmingham, Ladywood","Labour","1236","34360","28236","http://sexymp.co.uk/mp/385.jpg","E14000564","65989","Birmingham, Ladywood","England","77.6","303","82.1","276","17.8","275","20.6","255","covered_by","E08000025"
"Tom Harris","398","Glasgow South","Labour","1643","2363","3372","http://sexymp.co.uk/mp/267.jpg","S14000034","14430","Glasgow South","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Stephen Mosley","399","City of Chester","Conservative","1624","2257","3155","http://sexymp.co.uk/mp/438.jpg","E14000640","65734","City of Chester","England","79.2","200","82.8","215","18.6","198","20.8","240","covered_by","E06000050"
"Mike Penning","400","Hemel Hempstead","Conservative","1569","2429","3219","http://sexymp.co.uk/mp/476.jpg","E14000739","65967","Hemel Hempstead","England","80.3","111","84.5","62","19.1","122","22.1","58","covered_by","E07000096"
"Bridget Phillipson","401","Houghton and Sunderland South","Labour","1196","39576","30560","http://sexymp.co.uk/mp/482.jpg","E14000754","65947","Houghton and Sunderland South","England","77","325","80.7","332","17.3","322","19.3","338","covered_by","E08000024"
"Mark Durkan","402","Foyle","Social Democratic and Labour","1547","2479","3214","http://sexymp.co.uk/mp/176.jpg","N06000008","66131","Foyle","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Louise Ellman","403","Liverpool, Riverside","Labour Co-operative","1311","29272","27667","http://sexymp.co.uk/mp/184.jpg","E14000793","66066","Liverpool, Riverside","England","76.1","341","80.2","341","16.6","343","19.2","341","covered_by","E08000012"
"Barbara Keeley","404","Worsley and Eccles South","Labour","1181","37130","27922","http://sexymp.co.uk/mp/335.jpg","E14001054","65757","Worsley and Eccles South","England","76.1","342","80.5","340","16.7","341","19.2","340","covered_by","E08000006"
"Geoffrey Robinson","405","Coventry North West","Labour","1534","2792","3562","http://sexymp.co.uk/mp/512.jpg","E14000650","65575","Coventry North West","England","78.1","268","82.1","270","18.3","225","20.8","232","covered_by","E08000026"
"David Hanson","406","Delyn","Labour","1650","2327","3378","http://sexymp.co.uk/mp/262.jpg","W07000042","66112","Delyn","Wales","79","215","82.4","251","18.4","214","20.6","256","covered_by","W06000005"
"Peter Hain","407","Neath","Labour","1425","2841","3185","http://sexymp.co.uk/mp/252.jpg","W07000069","66082","Neath","Wales","77.1","316.5","81.7","290.5","17.5","300.5","20.25","285","overlapped_by (calculated average)","W06000011,W06000012"
"Debbie Abrahams","408","Oldham East and Saddleworth","Labour","1194","35483","27751","http://sexymp.co.uk/mp/3.jpg","E14000870","65903","Oldham East and Saddleworth","England","77.1","322","81.1","323","17.1","330","19.8","320","covered_by","E08000004"
"Yasmin Qureshi","409","Bolton South East","Labour","1300","29451","27763","http://sexymp.co.uk/mp/491.jpg","E14000579","65712","Bolton South East","England","77.4","313","81.4","314","17.5","313","20.1","306","covered_by","E08000001"
"Yvette Cooper","410","Normanton, Pontefract and Castleford","Labour","1297","29973","28265","http://sexymp.co.uk/mp/125.jpg","E14000836","65918","Normanton, Pontefract and Castleford","England","77.8","291","81.3","317","17.6","303","19.9","316","covered_by","E08000036"
"Adrian Bailey","411","West Bromwich West","Labour Co-operative","1581","2461","3378","http://sexymp.co.uk/mp/21.jpg","E14001030","66047","West Bromwich West","England","76.8","330","81.3","318","17","332","20.3","293","covered_by","E08000028"
"Karen Lumley","412","Redditch","Conservative","1469","24171","29173","http://sexymp.co.uk/mp/379.jpg","E14000892","65700","Redditch","England","80.7","75","84.6","43","19.9","31","22.4","34","overlapped_by (calculated average)","E07000238"
"Nadine Dorries","413","Mid Bedfordshire","Conservative","1157","37253","27545","http://sexymp.co.uk/mp/165.jpg","E14000813","65718","Mid Bedfordshire","England","79.9","143","83.55","142.5","19.1","120","21.55","135.5","overlapped_by (calculated average)","E06000055,E06000056"
"William Bain","414","Glasgow North East","Labour","1583","2406","3332","http://sexymp.co.uk/mp/22.jpg","S14000032","14428","Glasgow North East","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Susan Jones","415","Clwyd South","Labour","1165","37567","28353","http://sexymp.co.uk/mp/330.jpg","W07000062","66121","Clwyd South","Wales","78.25","253","81.6","300.5","18.05","243.5","20.15","296.5","overlapped_by (calculated average)","W06000004,W06000006"
"Emma Reynolds","416","Wolverhampton North East","Labour","1215","35675","29714","http://sexymp.co.uk/mp/502.jpg","E14001049","65777","Wolverhampton North East","England","77.4","316","81.7","299","17.7","284","20.3","283","covered_by","E08000031"
"Siobhain McDonagh","417","Mitcham and Morden","Labour","1213","32622","27185","http://sexymp.co.uk/mp/399.jpg","E14000823","66038","Mitcham and Morden","England","80.2","113","84.2","86","19.1","117","22","66","covered_by","E09000024"
"Alex Cunningham","418","Stockton North","Labour","1525","2463","3222","http://sexymp.co.uk/mp/136.jpg","E14000970","65641","Stockton North","England","78.3","254","82.3","254","17.8","278","20.7","251","covered_by","E06000004"
"Tessa Munt","419","Wells","Liberal Democrat","1262","30241","27533","http://sexymp.co.uk/mp/444.jpg","E14001026","65560","Wells","England","80.55","89","84.15","89","19.25","96.5","21.75","99","overlapped_by (calculated average)","E07000187,E07000188"
"Lorely Burt","420","Solihull","Liberal Democrat","1308","28907","28332","http://sexymp.co.uk/mp/92.jpg","E14000931","65879","Solihull","England","80.7","79","84.6","41","19.4","85","22.5","31","covered_by","E08000029"
"Sarah Newton","421","Truro and Falmouth","Conservative","1414","24976","28547","http://sexymp.co.uk/mp/455.jpg","E14001003","65659","Truro and Falmouth","England","79.5","179","83.5","146","19","143","21.3","160","covered_by","E06000052"
"Rushanara Ali","422","Bethnal Green and Bow","Labour","1183","35995","28751","http://sexymp.co.uk/mp/11.jpg","E14000555","65853","Bethnal Green and Bow","England","77.1","324","82","283","17","333","20.2","299","covered_by","E09000030"
"Emily Thornberry","423","Islington South and Finsbury","Labour","1256","30683","27867","http://sexymp.co.uk/mp/583.jpg","E14000764","65882","Islington South and Finsbury","England","77.8","289","83.2","179","17.7","290","21.2","171","covered_by","E09000019"
"Valerie Vaz","424","Walsall South","Labour","1194","35258","28721","http://sexymp.co.uk/mp/601.jpg","E14001012","65832","Walsall South","England","77.9","281","82.3","255","18.1","240","20.9","225","covered_by","E08000030"
"John Hemmings","425","Birmingham, Yardley","Liberal Democrat","1614","2385","3471","http://sexymp.co.uk/mp/277.jpg","E14000568","65707","Birmingham, Yardley","England","77.6","303","82.1","276","17.8","275","20.6","255","covered_by","E08000025"
"Alison Seabeck","426","Plymouth, Moor View","Labour","1329","27778","28605","http://sexymp.co.uk/mp/528.jpg","E14000879","65974","Plymouth, Moor View","England","78.3","252","82.1","271","18.1","242","20.5","264","covered_by","E06000026"
"Andrea Leadsom","427","South Northamptonshire","Conservative","1414","24914","29125","http://sexymp.co.uk/mp/353.jpg","E14000942","65902","South Northamptonshire","England","79.80000000000001","158","83.1","181","18.75","158.5","21.25","169.5","overlapped_by (calculated average)","E07000154,E07000155"
"Alistair Carmichael","428","Orkney and Shetland","Liberal Democrat","1505","2460","3237","http://sexymp.co.uk/mp/102.jpg","S14000051","14448","Orkney and Shetland","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Jane Ellison","429","Battersea","Conservative","1406","25034","29227","http://sexymp.co.uk/mp/183.jpg","E14000549","65731","Battersea","England","79.1","210","83.2","180","18.1","243","20.9","219","covered_by","E09000032"
"Sylvia Hermon","430","North Down","Independent","1185","32308","26691","http://sexymp.co.uk/mp/283.jpg","N06000013","66136","North Down","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Lisa Nandy","431","Wigan","Labour","1175","37108","30300","http://sexymp.co.uk/mp/451.jpg","E14001039","65612","Wigan","England","77.4","317","80.8","330","17.2","326","19.3","334","covered_by","E08000010"
"Fiona ODonnell","432","East Lothian","Labour","1301","27947","28292","http://sexymp.co.uk/mp/460.jpg","S14000020","14417","East Lothian","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Geraint Davies","433","Swansea West","Labour Co-operative","1575","2305","3312","http://sexymp.co.uk/mp/147.jpg","W07000047","66118","Swansea West","Wales","77.6","300","82.2","262","17.9","273","20.7","249","covered_by","W06000011"
"Mark Hendrick","434","Preston","Labour Co-operative","1579","2307","3357","http://sexymp.co.uk/mp/279.jpg","E14000885","65673","Preston","England","77.4","318","81","328","17.6","305","20.1","307","covered_by","E07000123"
"David Simpson","435","Upper Bann","Democratic Unionist","1549","2407","3403","http://sexymp.co.uk/mp/540.jpg","N06000017","66140","Upper Bann","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Nigel Dodds","436","Belfast North","Democratic Unionist","1629","2200","3447","http://sexymp.co.uk/mp/159.jpg","N06000002","66125","Belfast North","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Gregory Barker","437","Bexhill and Battle","Conservative","1543","2155","3102","http://sexymp.co.uk/mp/30.jpg","E14000557","65845","Bexhill and Battle","England","80.55","91","84.05000000000001","96.5","19.450000000000003","80","21.95","81","overlapped_by (calculated average)","E07000064,E07000065"
"Phil Wilson","438","Sedgefield","Labour","1530","2293","3252","http://sexymp.co.uk/mp/633.jpg","E14000915","65763","Sedgefield","England","78.30000000000001","257","82.1","268.5","17.85","273","20.299999999999997","283","overlapped_by (calculated average)","E06000047,E06000005"
"David Amess","439","Southend West","Conservative","1495","2271","3107","http://sexymp.co.uk/mp/13.jpg","E14000957","65876","Southend West","England","79.7","161","82.6","238","18.6","193","20.9","223","covered_by","E06000033"
"Ed Balls","440","Morley and Outwood","Labour Co-operative","1506","2657","3695","http://sexymp.co.uk/mp/27.jpg","E14000826","65735","Morley and Outwood","England","77.9","281.5","81.69999999999999","294.5","17.65","297.5","20.1","303.5","overlapped_by (calculated average)","E08000035,E08000036"
"Helen Jones","441","Warrington North","Labour","1376","25254","29952","http://sexymp.co.uk/mp/327.jpg","E14001017","65874","Warrington North","England","78.2","265","82","284","17.6","295","20.3","295","covered_by","E06000007"
"Paul Uppal","442","Wolverhampton South West","Conservative","1584","2117","3216","http://sexymp.co.uk/mp/597.jpg","E14001051","65948","Wolverhampton South West","England","77.4","316","81.7","299","17.7","284","20.3","283","covered_by","E08000031"
"Henry Bellingham","443","North West Norfolk","Conservative","1496","2316","3210","http://sexymp.co.uk/mp/40.jpg","E14000859","65713","North West Norfolk","England","79.6","166","84","106","19.1","121","21.8","98","covered_by","E07000146"
"Dawn Primarolo","444","Bristol South","Labour","1218","28648","27026","http://sexymp.co.uk/mp/487.jpg","E14000601","66031","Bristol South","England","78.3","253","83","206","17.9","268","21.1","193","covered_by","E06000023"
"Stephen Lloyd","445","Eastbourne","Liberal Democrat","1446","2365","3101","http://sexymp.co.uk/mp/368.jpg","E14000684","65714","Eastbourne","England","81","58","84.2","81","19.6","63","21.9","86","overlapped_by (calculated average)","E07000065"
"Robert Neill","446","Bromley and Chislehurst","Conservative","1541","2184","3195","http://sexymp.co.uk/mp/453.jpg","E14000604","65954","Bromley and Chislehurst","England","81","51","84.5","51","19.6","62","21.9","84","covered_by","E09000006"
"Hazel Blears","447","Salford and Eccles","Labour","1291","27430","29131","http://sexymp.co.uk/mp/55.jpg","E14000911","65688","Salford and Eccles","England","76.1","342","80.5","340","16.7","341","19.2","340","covered_by","E08000006"
"Pamela Nash","448","Airdrie and Shotts","Labour","1066","41373","29285","http://sexymp.co.uk/mp/452.jpg","S14000003","14400","Airdrie and Shotts","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Laura Sandys","449","South Thanet","Conservative","1503","22380","31551","http://sexymp.co.uk/mp/525.jpg","E14000948","65829","South Thanet","England","78.4","250","82.4","253.5","18.3","221.5","20.75","246","overlapped_by (calculated average)","E07000108,E07000114"
"Loraine Fullbrook","450","South Ribble","Conservative","1385","23873","29389","http://sexymp.co.uk/mp/213.jpg","E14000943","65951","South Ribble","England","79.26666666666667","191.66666666666666","82.39999999999999","250.33333333333334","18.5","197.66666666666666","20.566666666666666","255.33333333333334","overlapped_by (calculated average)","E07000118,E07000126,E07000127"
"Lindsay Hoyle","451","Chorley","Labour","1569","2273","3474","http://sexymp.co.uk/mp/303.jpg","E14000637","65792","Chorley","England","79","216","81.9","290","18.3","228","20.2","304","covered_by","E07000118"
"Austin Mitchell","452","Great Grimsby","Labour","1546","2279","3395","http://sexymp.co.uk/mp/427.jpg","E14000716","65600","Great Grimsby","England","77.9","284","81.9","289","17.8","281","20.3","288","covered_by","E06000012"
"Tim Farron","453","Westmorland and Lonsdale","Liberal Democrat","1455","2606","3512","http://sexymp.co.uk/mp/198.jpg","E14001037","65963","Westmorland and Lonsdale","England","80.9","63","83.4","156","19.6","53","21.5","148","covered_by","E07000031"
"Margaret Hodge","454","Barking","Labour","1402","23990","30286","http://sexymp.co.uk/mp/289.jpg","E14000540","65662","Barking","England","77.6","298","82","285","17.5","309","20.3","297","covered_by","E09000002"
"Alison McGovern","455","Wirral South","Labour","1136","34097","28352","http://sexymp.co.uk/mp/403.jpg","E14001043","65847","Wirral South","England","77.9","279","81.9","288","18","253","20.3","296","covered_by","E08000015"
"Si!!n James","456","Swansea East","Labour","1369","25147","30468","http://sexymp.co.uk/mp/315.jpg","W07000048","66091","Swansea East","Wales","77.6","300","82.2","262","17.9","273","20.7","249","covered_by","W06000011"
"Graham Stringer","457","Blackley and Broughton","Labour","1589","2151","3401","http://sexymp.co.uk/mp/568.jpg","E14000571","65583","Blackley and Broughton","England","75.44999999999999","343.5","80","343","16.25","343.5","19","342","overlapped_by (calculated average)","E08000003,E08000006"
"Bob Ainsworth","458","Coventry North East","Labour","1511","2492","3620","http://sexymp.co.uk/mp/6.jpg","E14000649","65636","Coventry North East","England","78.1","268","82.1","270","18.3","225","20.8","232","covered_by","E08000026"
"Kate Green","459","Stretford and Urmston","Labour","1367","25067","30685","http://sexymp.co.uk/mp/242.jpg","E14000979","65911","Stretford and Urmston","England","79.6","163","83.7","126","18.7","181","21.7","114","covered_by","E08000009"
"Edward Miliband","460","Doncaster North","Labour","1421","3476","4554","http://sexymp.co.uk/mp/421.jpg","E14000669","65672","Doncaster North","England","77.5","305","81.7","297","17.5","312","20.4","281","covered_by","E08000017"
"Fiona Bruce","461","Congleton","Conservative","1390","23901","30300","http://sexymp.co.uk/mp/79.jpg","E14000646","65771","Congleton","England","80.4","99","83.4","167","19.2","108","21.2","182","covered_by","E06000049"
"Yvonne Fovargue","462","Makerfield","Labour","1384","24377","30859","http://sexymp.co.uk/mp/207.jpg","E14000805","65645","Makerfield","England","77.4","317","80.8","330","17.2","326","19.3","334","covered_by","E08000010"
"Margaret Ritchie","463","South Down","Social Democratic and Labour","1491","2328","3351","http://sexymp.co.uk/mp/506.jpg","N06000015","66138","South Down","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Nicholas Brown","464","Newcastle upon Tyne East","Labour","1556","2369","3664","http://sexymp.co.uk/mp/76.jpg","E14000832","65594","Newcastle upon Tyne East","England","77.5","307","81.4","315","17.3","321","19.9","311","covered_by","E08000021"
"Stella Creasy","465","Walthamstow","Labour","1071","41589","31372","http://sexymp.co.uk/mp/131.jpg","E14001013","65651","Walthamstow","England","79.2","199","83.4","158","18.7","180","21.6","137","covered_by","E09000031"
"Mary Creagh","466","Wakefield","Labour","1235","28136","29004","http://sexymp.co.uk/mp/130.jpg","E14001009","65733","Wakefield","England","77.8","291","81.3","317","17.6","303","19.9","316","covered_by","E08000036"
"David Blunkett","467","Sheffield, Brightside and Hillsborough","Labour","1535","2319","3531","http://sexymp.co.uk/mp/58.jpg","E14000921","65601","Sheffield, Brightside and Hillsborough","England","78.7","231","82.4","253","18","247","20.5","263","covered_by","E08000019"
"Guto Bebb","468","Aberconwy","Conservative","1587","2174","3507","http://sexymp.co.uk/mp/35.jpg","W07000058","66085","Aberconwy","Wales","79","217","82.6","239","18.9","159","21.3","167","covered_by","W06000003"
"Michelle Gildernew","469","Fermanagh and South Tyrone","Sinn Fein","1437","24059","33001","http://sexymp.co.uk/mp/224.jpg","N06000007","66130","Fermanagh and South Tyrone","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Graham Allen","470","Nottingham North","Labour","1510","2224","3347","http://sexymp.co.uk/mp/12.jpg","E14000866","65643","Nottingham North","England","76.9","328","81.5","307","16.8","340","20.5","266","covered_by","E06000018"
"Jonathan Evans","471","Cardiff North","Conservative","1490","2202","3241","http://sexymp.co.uk/mp/192.jpg","W07000051","66120","Cardiff North","Wales","78.2","259","82.7","233","17.8","276","21","204","covered_by","W06000015"
"Anne Milton","472","Guildford","Conservative","1421","22711","30877","http://sexymp.co.uk/mp/425.jpg","E14000719","65838","Guildford","England","82","9","85.19999999999999","20","20.25","12","22.75","20.5","overlapped_by (calculated average)","E07000209,E07000216"
"Ian Lavery","473","Wansbeck","Labour","1474","2313","3359","http://sexymp.co.uk/mp/350.jpg","E14001014","65631","Wansbeck","England","78.8","224","82.5","246","18.4","210","20.5","262","covered_by","E06000048"
"Alisdair McDonnell","474","Belfast South","Social Democratic and Labour","1508","2280","3437","http://sexymp.co.uk/mp/400.jpg","N06000003","66126","Belfast South","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Margaret Curran","475","Glasgow East","Labour","1299","25809","30086","http://sexymp.co.uk/mp/139.jpg","S14000030","14426","Glasgow East","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Angela Eagle","476","Wallasey","Labour","1519","21137","32414","http://sexymp.co.uk/mp/177.jpg","E14001010","65635","Wallasey","England","77.9","279","81.9","288","18","253","20.3","296","covered_by","E08000015"
"Mark Hunter","477","Cheadle","Liberal Democrat","1452","2248","3196","http://sexymp.co.uk/mp/308.jpg","E14000627","65727","Cheadle","England","79.8","154","83.1","189","19.1","131","21.3","162","covered_by","E08000007"
"Mary Glendon","478","North Tyneside","Labour","1285","25874","29623","http://sexymp.co.uk/mp/229.jpg","E14000853","65720","North Tyneside","England","78.1","267","82","278","17.6","306","20.5","265","covered_by","E08000022"
